system_name,avg_time,run_count,std_time,name_length
1ia9__1__1.B__1.G,60.11,2,80.99201071710715,17
1isf__1__1.B__1.D,33.855,2,43.84769150137781,17
1isi__1__1.A__1.C,33.72,2,43.67091480608117,17
1itc__1__1.A__1.D,89.845,2,123.0295088586474,17
1j1m__1__1.A__1.B,47.34,2,62.932503525602726,17
1jcl__1__1.A__1.C,54.99,2,73.75123727775691,17
1jep__5__1.A_2.A__1.E_1.F,30.445,2,39.02522325368556,25
1js4__1__1.A__1.C,96.23,2,132.07340459002336,17
1juh__2__1.B_2.D__2.H,73.445,2,99.83640643572865,21
1juh__2__1.B__1.GA_1.X,73.12,2,99.39092916358112,22
1ka1__1__1.A__1.B_1.C_1.D,72.78,2,98.91009655237426,25
1kv3__2__1.B_1.F__1.L,70.36999999999999,2,95.53012613830256,21
1l1y__3__1.C__1.I,156.09,2,216.68580202680562,17
1l2a__1__1.A__1.G,63.285,2,85.49628091326545,17
1l4u__1__1.A__1.C_1.J,30.125,2,38.57267491372617,21
1l4y__1__1.A__1.B_1.H,61.019999999999996,2,82.26480292324294,21
1lhu__1__2.A__2.C,56.24,2,75.53314636634701,17
1lhv__1__2.A__2.D,203.43,2,283.6629563407954,17
1lor__1__1.A_2.A__1.B,52.855,2,70.71774918646662,21
1los__1__1.A_1.B__1.E,50.025,2,66.72966694057449,21
1lqv__2__1.B__1.J,28.775,2,36.5786337907801,17
1m4i__1__1.A__1.D,31.44,2,40.43236574824679,17
1n2k__1__2.A__2.B,2.9,2,0.0,17
1nfs__1__1.A__1.D_1.E,82.69,2,112.92495295549163,21
1nme__2__3.A_4.A_4.B__4.C_4.D,25.025,2,31.402612152494573,29
1nup__1__1.A_1.B__1.E,59.754999999999995,2,80.51824917371216,21
1nx9__1__1.A__1.E,134.555,2,186.2589972323485,17
1o94__1__1.C__1.M,51.334999999999994,2,68.5681445716595,17
1oa2__3__1.C__1.I,2.86,2,0.0,17
1ogp__1__1.A__1.J,3.16,2,0.028284271247461926,17
1oik__1__2.A__2.C_2.D_2.E,75.415,2,102.63654928922737,25
1omz__2__1.A__1.C_1.D,65.14,2,88.0913628002201,21
1on6__1__1.A__1.C_1.D,64.895,2,87.75902261306241,21
1pj6__1__2.A__2.C,227.825,2,318.219264737382,17
1pwu__2__1.B__1.E_1.F,126.28500000000001,2,174.59173534277045,21
1q16__1__1.B_1.C__1.N,2.8449999999999998,2,0.021213203435596132,21
1q91__1__1.A__1.B_1.C_1.D,30.955,2,39.887893526733144,25
1q92__1__1.A__1.C,30.220000000000002,2,38.70702520215161,17
1qk0__1__1.A__1.E,40.349999999999994,2,53.03300858899106,17
1qk2__1__1.A__1.E,83.685,2,114.31795331442915,17
1qmg__2__1.D__1.R,108.015,2,148.73991142259027,17
1qnf__1__1.A__1.C,105.63,2,145.3528699407067,17
1qwu__1__1.A__1.C_1.D,252.01999999999998,2,352.3937354721278,21
1r34__1__1.A__1.C_1.D,163.45499999999998,2,227.15805345617838,21
1r6w__1__1.A__1.B_1.C,76.2,2,103.77499120693773,21
1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,66.245,2,89.68235305788983,33
1rwn__1__2.A_2.B__2.C,24.950000000000003,2,31.268261864069135,21
1rwo__1__2.A_2.B__2.C,25.405,2,31.855160492453965,21
1s2g__1__1.A_2.C__1.D,27.94,2,35.52504468681215,21
1s4m__2__1.B__1.E,54.38,2,72.88856700470933,17
1siw__1__1.B_1.C__1.L,2.84,2,0.014142135623730807,21
1tcb__1__1.A__1.C,37.504999999999995,2,49.00957100403961,17
1tcc__1__1.A__1.C,37.419999999999995,2,48.88936285123789,17
1tfw__2__1.J__1.M_1.N,47.32,2,62.90421925435527,21
1thz__1__1.A_1.B__1.D,62.4,2,84.23055977494154,21
1u8v__1__1.A_1.B__1.F,55.235,2,74.09771960053831,21
1ua3__1__1.A__1.B,159.645,2,221.7274733766657,17
1ub3__1__1.C__1.G,46.205,2,61.31322899668554,17
1uhe__1__2.A_2.B_4.A_4.B__4.C,24.799999999999997,2,31.056129829713164,29
1uj5__2__2.A__2.B,53.73,2,71.94104391791934,17
1uoo__1__1.A__1.B,83.04,2,113.41992770232223,17
1us1__1__1.B__1.D,3.135,2,0.049497474683058366,17
1v3c__1__1.B__1.J,43.404999999999994,2,57.353431022040866,17
1v3e__1__1.B__1.I,43.11,2,56.95038015676453,17
1v4s__1__1.A__1.D,49.055,2,65.35787978507258,17
1vhn__1__1.A__1.B_1.E,68.125,2,92.34107455515124,21
1w19__1__2.A_2.E__2.EA,29.189999999999998,2,37.264527368531056,22
1w19__1__2.C_2.D__2.T,28.97,2,36.92511611356151,21
1w2c__2__1.B__1.H_1.I_1.J,49.23,2,65.61950929411161,25
1w2x__1__1.A_2.A__2.D,75.22,2,102.36077764456462,21
1wda__1__2.A__2.J,102.86,2,141.44964050855697,17
1wk9__1__1.A__1.B,73.69000000000001,2,100.21117302975753,17
1wop__1__1.A__1.B,81.59,2,111.42588657937615,17
1wxy__1__1.A__1.C,41.245000000000005,2,54.312871862938714,17
1x1i__1__1.A__1.B,126.72500000000001,2,175.21398931021463,17
1xpg__2__1.B__1.K,151.06,2,209.62887635056387,17
1xr2__1__1.A__1.D,135.03500000000003,2,186.9378197422876,17
1xuo__1__1.A__1.D,56.795,2,76.30389275784034,17
1xwd__1__1.A__1.J,39.985,2,52.54510490997235,17
1yk0__1__1.B__1.D,44.0,2,58.20903022727659,17
1yk1__1__1.B__1.D,43.105000000000004,2,57.01401976707133,17
1ywq__1__1.A_2.A__2.B,31.939999999999998,2,41.16775680068079,21
1z2i__1__1.A_1.B__1.E,85.28,2,116.55948181079049,21
1z70__1__1.A__1.B,2.9800000000000004,2,0.01414213562373112,17
1z82__1__1.A_1.B__1.C_1.J,69.285,2,93.99570442312776,25
1z82__1__1.A_1.B__1.D_1.I,40.505,2,53.28049596240636,25
1zed__1__2.A__2.C,51.065,2,68.18630690981878,17
1zef__1__2.A__2.D,2.9050000000000002,2,0.007071067811865795,17
1zxv__1__1.A__1.C_1.D,101.575,2,139.63237608090753,21
2ada__1__1.A__1.B_1.C,79.47,2,108.35704314902655,21
2aph__3__2.B_2.D__2.D_2.H,2.81,2,0.028284271247461926,25
2bif__1__1.A__1.F_1.H,98.955,2,135.92713654749002,21
2bii__1__2.A__2.I,3.1500000000000004,2,0.07071067811865465,17
2bs2__1__1.C_1.E_1.F__1.V_1.W,2.91,2,0.042426406871192736,29
2bs3__1__1.C_1.E_1.F__1.V_1.W,2.9450000000000003,2,0.03535533905932741,29
2bxa__1__1.A__1.D,55.43,2,74.34520697395361,17
2c92__1__1.B_1.C__1.J,44.63,2,59.071700500324184,21
2c94__1__1.A_1.E__1.X,42.52,2,56.11599415496442,21
2cc7__1__1.A_2.A_4.A_8.A__1.H_8.H,23.475,2,29.168154723945086,33
2ccc__1__4.A_5.A_6.A_9.A__4.F_9.F,23.490000000000002,2,29.2883628767468,33
2cfm__1__1.A__1.C,59.434999999999995,2,80.02327442688158,17
2cix__1__1.A__1.E_1.F_1.S,2.8499999999999996,2,0.01414213562373112,25
2cvc__1__1.A__1.L,3.2,2,0.01414213562373112,17
2d3n__1__1.A__1.E,153.605,2,213.2280498668034,17
2dew__1__2.A__2.B_2.H,64.60000000000001,2,87.35597174778609,21
2dey__1__2.A__2.B_2.H,63.92,2,86.42259079661984,21
2dwp__1__1.A__1.B_1.D_1.E,86.14999999999999,2,117.80398974567882,25
2e82__1__1.B__1.G_1.H,44.56,2,58.97270555095807,21
2fqw__1__1.A__1.B,66.14,2,89.49143422696945,17
2gag__1__1.A_1.B__1.H_1.J,45.845,2,60.83239638547868,25
2gah__1__1.A_1.B__1.G,45.665,2,60.59198007987526,21
2gfj__1__1.A__1.C_1.D_1.I,35.935,2,46.803397846737575,25
2gfk__1__1.A__1.C_1.D_1.G,35.589999999999996,2,46.287209896471396,25
2goo__1__1.C__1.H,38.11,2,49.90759661614653,17
2hmv__1__4.A_4.B__4.C,27.875,2,35.40483653401043,21
2hmw__1__4.A_4.B__4.D,28.255,2,35.99880623020714,21
2hxd__1__1.A_3.A__1.B_1.C,60.64,2,81.75568604078863,25
2i7d__1__1.A__1.C_1.D_1.E,46.584999999999994,2,61.8506301503873,25
2ica__1__1.A__1.B,31.505000000000003,2,40.53843176542477,17
2iut__1__1.A_1.B__1.E_1.F,47.36,2,62.94664566122646,25
2j07__1__1.A__1.C,88.17,2,120.64655900604873,17
2j0y__1__1.C__1.H,61.879999999999995,2,83.4810265868838,17
2jbs__1__1.A_1.D__1.H,115.74,2,159.6505690562987,21
2nw8__1__1.A_1.B_2.A__2.D,68.71000000000001,2,93.19667376038697,25
2o6p__1__1.A__1.F,2.91,2,0.01414213562373112,17
2o7i__1__1.A__1.B,57.57,2,77.3999082686795,17
2oz2__1__2.A_2.B__2.F_2.L,34.135,2,44.27195557008974,25
2pg2__1__1.B__1.H,88.25,2,120.77383822666232,17
2pnc__1__1.A__1.C,3.1,2,0.05656854249492385,17
2pnc__1__1.B__1.O,3.16,2,0.028284271247461926,17
2q3j__1__1.A__1.C,70.67999999999999,2,96.10995369887553,17
2q8i__1__1.A_2.A_2.B__2.F,53.949999999999996,2,72.26631303726515,25
2qcx__1__1.B__1.D,53.650000000000006,2,71.81376469730577,17
2qts__1__1.A__1.J,69.61999999999999,2,94.51189237339393,17
2qvh__1__1.B__1.E_1.F,39.06,2,51.293525907272155,21
2r1r__1__1.A__1.G,88.66499999999999,2,121.36073685504715,17
2uag__1__1.A__1.B_1.D,2.91,2,0.05656854249492385,21
2uue__2__1.D_1.F__1.F_1.J,2.8200000000000003,2,0.01414213562373112,25
2v0n__1__1.A_1.B__1.Q_1.R,50.735,2,67.69133216298819,25
2v91__1__1.A__1.C,76.5,2,104.1426867331547,17
2vfs__1__1.A__1.B_1.C,99.2,2,136.25947673464773,21
2vft__1__1.A__1.B_1.C,108.03999999999999,2,148.76112462602586,21
2vkd__1__1.A__1.D_1.E,84.045,2,114.82707019688345,21
2vkh__1__1.A__1.D_1.E,93.05000000000001,2,127.54792119042945,21
2vxk__1__1.A_2.A__1.B,29.625,2,37.865568132539615,21
2vzq__1__1.A__1.C_1.F,42.48,2,56.07356774809322,21
2w08__1__1.D__1.T,30.96,2,39.7535432383077,17
2w0w__1__3.A__3.B,122.73,2,169.49349545041545,17
2wa9__1__1.A__1.H,25.025000000000002,2,31.360185745623383,17
2wbv__2__1.C_1.F__1.R,47.0,2,62.47995518564334,21
2wcx__1__1.A__1.D,50.38,2,67.23171275521695,17
2wgs__1__1.G__1.Y,51.475,2,68.79441874163922,17
2wo3__1__1.B__1.C,48.015,2,63.88709768020456,17
2wzi__1__1.A__1.F,110.7,2,152.52293270193832,17
2x0q__1__2.A__2.B_2.C_2.D,93.805,2,128.6439367012686,25
2x0u__2__1.B__1.D,30.3,2,38.82016228714146,17
2x1n__1__1.D__1.E,35.95,2,46.824611050173175,17
2x65__1__1.B__1.J_1.K,124.27499999999999,2,171.72088181115305,21
2xce__1__1.B_1.C__1.M_1.N,47.055,2,62.51531052470267,25
2xcg__2__1.A_2.A__1.F,53.669999999999995,2,71.91275964667189,21
2xd9__1__4.A_4.C__4.F,49.9,2,66.5246059740304,21
2xjb__1__1.A__1.D_1.G,80.92,2,110.40765281446754,21
2xju__1__1.A__1.B_1.C,53.83,2,72.09660740978039,21
2xpc__1__1.A__1.B_1.D,2.96,2,0.028284271247461926,21
2xtk__2__1.B__1.L,36.86,2,48.097403256308965,17
2y38__1__1.A__1.B,89.545,2,122.59110265431174,17
2y71__1__1.A_3.A__3.B,43.17,2,57.03523297050692,21
2ya3__1__1.C__1.D,129.895,2,179.65461989606612,17
2ybe__1__1.A__1.B_1.D_1.E_1.F,85.19500000000001,2,116.46755792923625,29
2yc3__1__2.A__2.B,64.86,2,87.66709873150816,17
2yc5__1__1.A__1.B,65.69500000000001,2,88.8903934629609,17
2yqh__1__1.A__1.C,108.275,2,149.10760694880727,17
2yqs__1__1.A__1.B_1.D,78.69,2,107.26809870599925,21
2yr6__1__1.A__1.D_1.E_1.F,79.17,2,107.97520548718582,25
2z8g__2__1.B__1.W,111.495,2,153.67551675527238,17
2zgz__1__1.A__1.C_1.E,37.54,2,49.0307842074752,21
2zw9__2__1.B__1.D,117.95,2,162.77598102914325,17
2zwa__2__1.B__1.H,121.79,2,168.2348453799034,17
2zz5__1__1.A_1.B__1.C,57.92,2,77.89488301551008,21
3a3k__1__1.A__1.C,84.98,2,116.16350201332602,17
3abi__1__1.B__1.F,74.32000000000001,2,101.05970116718137,17
3afk__1__1.B__1.D_1.F,37.51,2,49.01664207185147,21
3arn__1__1.A_1.C__1.D,27.840000000000003,2,35.35533905932738,21
3ayf__1__1.A__1.B_1.C_1.E,3.33,2,0.01414213562373112,25
3ayg__2__2.A__2.B_2.C_2.E,3.34,2,0.05656854249492385,25
3ayj__1__1.B__1.H_1.I_1.J,133.73,2,185.12055531463812,25
3b03__1__1.A__1.E_1.F,83.4,2,113.94318672040028,21
3b04__1__1.C__1.I_1.J,80.115,2,109.28335303238092,21
3b1d__1__1.A_1.B__1.G_1.K,44.845,2,59.389898551858124,25
3b1e__1__1.A_1.B__1.F_1.J,139.20499999999998,2,192.8492324330071,25
3b5i__1__1.B__1.E,57.02,2,76.6220908093743,17
3b6p__2__1.D__1.N_1.O_1.P,31.215,2,40.142451967960305,25
3bex__2__1.C_1.D__1.L,33.635000000000005,2,43.55070665327946,21
3bf3__1__1.A_1.B__1.H,34.085,2,44.18710275634735,21
3bk2__1__2.A__2.E,58.205000000000005,2,78.25550747391522,17
3bkq__1__1.A__1.B,2.895,2,0.007071067811865324,17
3bos__1__1.A_1.B__1.M_1.P_1.U,77.11999999999999,2,105.03364127744976,29
3bqn__3__1.A_1.B__1.D,31.235,2,40.17073623920777,21
3bwk__1__1.B_1.D__1.G,68.24,2,92.47542484357669,21
3c9z__1__1.A__1.D,59.535000000000004,2,80.13641151187143,17
3ca5__2__2.A__2.D,35.465,2,46.13871747242223,17
3cde__1__1.A__1.C,84.69,2,115.79580648710902,17
3cxq__1__1.A_2.A__2.B,78.55499999999999,2,107.06303773945515,21
3d1r__1__1.A__1.B_1.D,66.03500000000001,2,89.34294180292028,21
3ddb__1__1.A_1.B__1.B_1.C,29.919999999999998,2,38.31104540468714,25
3ddu__1__1.A__1.B_1.G,173.99,2,242.02850906453148,21
3e08__1__1.A_1.B_1.D__1.R,71.82000000000001,2,97.55245153249611,25
3e4w__2__1.B__1.J_1.L_1.M,2.96,2,0.05656854249492385,25
3ej2__1__3.A_4.A__3.B_4.B,65.64500000000001,2,88.83382492046597,25
3ek5__1__1.A_1.C_1.D_1.E_1.F__1.K_1.L,67.25,2,91.10363768807478,37
3elh__2__1.F__1.Q_1.R,28.310000000000002,2,36.005877298019,21
3elm__1__2.A__2.C_2.I,51.745,2,69.14797213223248,21
3f6k__1__1.A__1.C,69.685,2,94.54724771245327,17
3g1b__1__1.B__1.D,24.78,2,31.013703422841974,17
3g1h__1__1.A_1.B__1.O,57.87,2,77.81003020176769,21
3g1v__1__1.A_1.B__1.C,45.72,2,60.65561969018205,21
3gnc__1__1.A__1.F,113.69,2,156.75143125343385,17
3h65__1__2.A__2.B_2.C_2.D_2.E_2.F,39.199999999999996,2,51.406662992262,33
3hf6__1__1.A__1.C,62.65,2,84.59825530115855,17
3hf8__1__1.A__1.C,37.305,2,48.726728291564996,17
3hhe__1__1.A__1.C,46.195,2,61.29908686106181,17
3hxu__1__1.A__1.B,49.01,2,65.30838231038953,17
3i26__2__1.C_1.D__1.N,43.035,2,56.83017200396282,21
3i27__2__1.C_1.D__1.L,83.125,2,113.55427799074765,21
3ikg__1__1.A__1.C,26.875,2,33.97648083601361,17
3inb__1__1.A__1.F,84.05499999999999,2,114.84121233250718,17
3it3__1__1.B__1.D,75.255,2,102.36784871237647,17
3jsa__1__2.A__2.B,67.745,2,91.73296272333083,17
3ju4__1__1.A_2.A_3.A__1.B,134.095,2,185.6367432649043,25
3jvv__1__2.B__2.G_2.H,40.745,2,53.59162294612844,21
3k42__1__1.B__1.I,38.035,2,49.75910419209735,17
3k43__1__1.B__1.G,41.654999999999994,2,54.87855728788795,17
3k56__2__2.B__2.F_2.G,65.295,2,88.3105659023879,21
3kqn__1__1.A__1.C_1.D_1.E,46.26,2,61.41929501386352,25
3l4t__1__1.A__1.B,202.05499999999998,2,281.73255482815614,17
3l4x__1__1.A__1.C,216.26500000000001,2,301.8143874138541,17
3l9h__1__1.A__1.D,41.52,2,54.70178059259132,17
3le7__1__1.A__1.C,46.535,2,61.77991947226865,17
3lgm__1__1.A__1.C,2.91,2,0.0,17
3lgn__1__1.A__1.C_1.D,2.9050000000000002,2,0.03535533905932772,21
3lhu__1__1.A_1.B__1.C,58.129999999999995,2,78.1777257279847,21
3lhw__1__1.A_1.B__1.C,50.785000000000004,2,67.80446924797805,21
3lhy__1__1.A_1.B__1.C,48.76,2,64.8841182416776,21
3li1__1__1.A_1.B__1.C,46.695,2,62.03447791349582,21
3ltp__1__1.A_1.B__1.D,54.15,2,72.50672934286858,21
3lts__1__1.A_1.B__1.C,48.46,2,64.51642271546059,21
3lty__1__1.A_1.B__1.C,48.68,2,64.82754969918268,21
3lu6__1__1.A__1.D,56.265,2,75.52607529853515,17
3lu8__1__1.A__1.C,57.13,2,76.77765430123533,17
3lv5__1__1.A_1.B__1.C,49.42,2,65.84578346409131,21
3lv6__1__1.A_1.B__1.D,47.345,2,62.93957459341459,21
3maw__1__1.A__1.C,66.97500000000001,2,90.70058682279846,17
3n13__1__1.A__1.B,75.35499999999999,2,102.57998074673245,17
3n15__1__1.A__1.B,74.075,2,100.75564525127115,17
3n2v__1__1.A__1.B_1.G,29.79,2,38.14133977720237,21
3n5h__1__2.A__2.B_2.D,39.2,2,51.39252085663828,21
3n5j__1__2.A__2.B_2.D,39.56,2,51.92992201034005,21
3n76__1__12.A_7.A__12.B,58.91,2,79.26667017101197,23
3nkn__1__1.A__1.D,192.565,2,268.29752598561174,17
3nkp__1__1.A__1.D,189.105,2,263.50334200916694,17
3nq7__1__1.A_1.B__1.D,55.71,2,74.84018172078419,21
3nqa__1__1.A_1.B__1.C,50.2,2,66.97715431398979,21
3nqc__1__1.A_1.B__1.C,52.695,2,70.49147501648693,21
3nqd__1__1.A_1.B__1.C,60.055,2,80.9425132424241,21
3nqe__1__1.A_1.B__1.C,46.449999999999996,2,61.65971131946694,21
3nqf__1__1.A_1.B__1.C,46.34,2,61.518289963229634,21
3nqg__1__1.A_1.B__1.E,49.349999999999994,2,65.76093065034891,21
3nqm__1__1.A_1.B__1.C,48.275,2,64.25479320642157,21
3ntp__1__1.A__1.B,59.665,2,80.3485435462274,17
3nwd__3__1.C_3.C__3.O,87.685,2,120.00309183516897,21
3nwd__4__3.D__3.F,104.635,2,143.95986958176923,17
3ocd__1__1.A__1.E,2.9299999999999997,2,0.04242640687119305,17
3ogm__2__1.E_1.F__1.CA_1.DA_1.EA_1.FA,26.72,2,33.77141986946951,37
3oha__1__1.A__1.D_1.H_1.I,52.235,2,69.86922104904276,25
3ohb__1__1.A__1.D_1.E_1.F,95.38,2,130.85718092638248,25
3oky__1__2.B__2.C,88.43,2,121.04253880351321,17
3ova__1__2.A__2.C_2.E,46.425,2,61.65264025165508,21
3p5p__1__1.A__1.B_1.C_1.E,172.595,2,240.02739687377354,25
3p5y__1__1.A_1.B__1.E,52.824999999999996,2,70.67532277959542,21
3p5z__1__1.A_1.B__1.C,51.239999999999995,2,68.43379428323406,21
3p60__1__1.A_1.B__1.D,54.225,2,72.66936390254149,21
3p61__1__1.A_1.B__1.D,46.025,2,61.05867055545838,21
3pde__1__1.B__1.J_1.K_1.L_1.M,64.725,2,87.54689057870644,29
3phe__1__1.A__1.E,87.29,2,119.44447747803162,17
3plf__2__1.D__1.C,37.495,2,49.02371313966334,17
3q9b__1__1.A_1.I__1.FE_1.IE_1.T,40.73,2,53.57040974269284,31
3qcp__1__1.A__1.B,110.60000000000001,2,152.39565348132473,17
3qez__1__1.A_1.B__1.E,47.625,2,63.335554390879054,21
3qf0__1__1.A_1.B__1.D,45.99,2,60.99503094515159,21
3qkv__1__1.A__1.C,57.115,2,76.75644109779974,17
3qmr__1__1.A_1.B__1.C,52.805,2,70.6187542371005,21
3qms__1__1.A_1.B__1.C,51.04,2,68.17923584200692,21
3qmt__1__1.A_1.B__1.E,48.105,2,64.02851903644188,21
3qw7__1__1.A_1.B__1.B_1.C_1.F_1.G,24.935,2,31.261190796257264,33
3r1r__1__1.A__1.G,85.9,2,117.43629421946181,17
3r77__1__1.A_1.B__1.C,57.690000000000005,2,77.52718748929307,21
3rer__1__1.B_1.C__1.I,31.98,2,41.22432534317572,21
3rlu__1__1.A_1.B__1.D,68.795,2,93.26031337069377,21
3rlv__1__1.A_1.B__1.D,49.654999999999994,2,66.19226578687271,21
3rou__1__1.A_1.B__1.D,32.91,2,42.567828227430155,21
3s1e__1__1.A__1.B,110.91499999999999,2,152.8269886178485,17
3s1f__1__1.A__1.B,113.00500000000001,2,155.76855282758456,17
3sgu__1__1.A_2.A__1.B,2.895,2,0.0212132034355966,21
3sj3__1__1.A_1.B__1.C,45.775,2,60.71925930048884,21
3sw6__1__1.A_2.A__2.B,51.365,2,68.69542379227309,21
3t44__1__1.A__1.B_1.C,57.415,2,77.16656303088793,21
3tay__1__1.A__1.C_1.H,28.35,2,36.062445840513924,21
3thc__2__1.B__1.P,62.129999999999995,2,83.83457997747708,17
3thd__2__1.B__1.P,62.635000000000005,2,84.56289996209922,17
3thq__1__1.A_1.B__1.C,48.32,2,64.30429068110463,21
3tny__1__1.A__1.B,2.99,2,0.0,17
3tz3__1__1.A_2.A__1.D,127.95500000000001,2,176.95347199193353,21
3ue1__1__1.B__1.D,197.06,2,274.68270021972626,17
3uel__1__1.A__1.D,76.1,2,103.59114344382921,17
3v1p__1__1.A_1.B__1.E,51.35,2,68.61764204634258,21
3vlw__1__1.A__1.C_1.I,113.725,2,156.8857815418593,21
3vph__1__1.A_1.B_1.C_1.D__1.F_1.H_1.Q,59.370000000000005,2,79.94549268095106,37
3vv0__1__1.A__1.B,69.275,2,94.00984655875149,17
3vw2__1__1.A__1.E,65.985,2,89.31465753167281,17
3vw9__1__1.A_1.B__1.E_1.F,30.86,2,39.626264017694126,25
3vws__1__1.A__1.D_1.E,117.22,2,161.74360512861088,21
3w0t__1__1.A_1.B__1.F_1.G,31.675,2,40.79299020665193,25
3w0u__1__1.A_1.B__1.C_1.F,31.14,2,40.00810167953486,25
3w54__1__1.A__1.E_1.F_1.G_1.H,35.449999999999996,2,46.0609357264917,29
3w6c__1__1.A__1.E,67.925,2,92.04408970705289,17
3w6f__1__1.A__1.E,27.105,2,34.429029175973,17
3w81__2__1.B__1.G,134.19,2,185.75695141770603,17
3w8o__2__1.B__1.D,2.9450000000000003,2,0.007071067811865795,17
3was__1__2.A_3.A__2.C_2.E,43.245,2,57.12715685206117,25
3wf3__2__1.B__1.Q,117.86500000000001,2,162.684057147589,17
3wgb__1__1.A_1.B_1.D__1.F,94.64999999999999,2,129.8248050258501,25
3wgx__1__1.A__1.C,27.985,2,35.546257890247745,17
3wjw__1__1.A_2.A__2.B,52.63,2,70.42783540618014,21
3wjy__1__1.A_2.A__1.B,32.25,2,41.59202086939273,21
3wno__2__1.B__1.DA_1.G,81.45,2,111.12890173127781,22
3woo__1__1.A__1.C,82.99,2,113.34921702420355,17
3woq__1__1.B__1.D,87.095,2,119.18284796899259,17
3wqy__1__1.A__1.D,139.915,2,193.85332406229202,17
3wsx__1__1.A__1.C,138.795,2,192.2976891436816,17
3wsy__1__1.A__1.F,66.605,2,90.19146994034413,17
3x0b__1__1.A_1.B__1.E,68.865,2,93.40173472693107,21
3zds__1__1.A_1.B__1.M_1.N,46.16,2,61.249589386378744,25
3zds__2__2.F_2.J__2.Y_2.Z,92.95,2,127.42064196981588,25
3zyg__1__1.A__1.D,80.67,2,110.0823836951217,17
4a1o__1__1.A_1.B__1.E_1.I,101.045,2,138.8828428928498,25
4a61__1__1.A__1.B_1.C,60.045,2,80.91422897117664,21
4a7g__1__1.B__1.O,45.95,2,61.00917308077532,17
4ad4__1__1.A__1.B,70.67,2,95.91196380014333,17
4ad5__1__1.A__1.B,83.315,2,113.80883643197481,17
4agi__1__1.C__1.W,2.86,2,0.05656854249492385,17
4agt__1__1.A__1.J,35.495000000000005,2,46.181143879293415,17
4aha__1__1.A__1.K,53.255,2,71.34000315391079,17
4aqh__1__1.A__1.D,72.835,2,98.97373616268106,17
4au0__1__1.A__1.F,69.78,2,94.72402440774991,17
4avb__2__1.B__1.J_1.N,79.96000000000001,2,109.06414993021309,21
4avs__1__1.D__1.R,30.770000000000003,2,39.498984797080546,17
4ax7__2__1.B__1.T,64.715,2,87.50446417183525,17
4ay9__3__1.A__1.K,38.16,2,49.96416515864144,17
4az3__1__1.A_1.B__1.C,29.715,2,38.02113162440066,21
4azm__1__1.A_1.B__1.C,28.38,2,36.14729865425631,21
4bcc__1__1.A__1.B_1.F,83.565,2,114.16238982256809,21
4bcd__1__1.A__1.B,84.535,2,115.52003484244626,17
4c49__3__1.C__1.G,77.855,2,106.07308824579401,17
4c7w__1__1.A__1.M_1.N,67.57,2,91.5703281636579,21
4c7w__1__1.B__1.G_1.R,69.86,2,94.80887722149231,21
4cb5__1__1.A__1.B,47.105,2,62.58602120282132,17
4cdc__1__1.G_1.H_1.I__1.X,24.305,2,30.35609411633849,25
4cdf__1__1.A_1.B_1.C__1.I,24.71,2,30.942992744723323,25
4ci9__1__2.A__2.B,82.12,2,112.0905669536915,17
4cix__1__8.A_9.A__8.B,27.549999999999997,2,34.94521712623918,21
4cmm__1__1.B__1.C,2.8499999999999996,2,0.014142135623730807,17
