target_id,rank,score,method,ref_path,pred_path,rmsd,n_atoms,alignment_method,ref_atoms,pred_atoms,success,error
7li5__1__1.A__1.C,8,0.42,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7li5__1__1.A__1.C/7li5__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7li5__1__1.A__1.C/rank8_score0.42.sdf,1.398701204967548,32,mcs,33,32,True,
7li5__1__1.A__1.C,2,0.91,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7li5__1__1.A__1.C/7li5__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7li5__1__1.A__1.C/rank2_score0.91.sdf,1.593210127717805,32,mcs,33,32,True,
7li5__1__1.A__1.C,5,0.53,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7li5__1__1.A__1.C/7li5__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7li5__1__1.A__1.C/rank5_score0.53.sdf,1.5833168944384706,32,mcs,33,32,True,
7li5__1__1.A__1.C,4,0.63,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7li5__1__1.A__1.C/7li5__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7li5__1__1.A__1.C/rank4_score0.63.sdf,1.7982400359811923,32,mcs,33,32,True,
7li5__1__1.A__1.C,1,0.93,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/7li5__1__1.A__1.C/7li5__1__1.A__1.C_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/7li5__1__1.A__1.C/rank1_score0.93.sdf,1.0283498701589087,32,mcs,33,32,True,
3k42__1__1.B__1.I,6,0.65,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3k42__1__1.B__1.I/3k42__1__1.B__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3k42__1__1.B__1.I/rank6_score0.65.sdf,0.6305269303402964,14,global,14,14,True,
3k42__1__1.B__1.I,2,0.71,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3k42__1__1.B__1.I/3k42__1__1.B__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3k42__1__1.B__1.I/rank2_score0.71.sdf,0.229552845824722,14,global,14,14,True,
3k42__1__1.B__1.I,3,0.69,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3k42__1__1.B__1.I/3k42__1__1.B__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3k42__1__1.B__1.I/rank3_score0.69.sdf,1.1476524795660352,14,global,14,14,True,
3k42__1__1.B__1.I,1,0.77,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3k42__1__1.B__1.I/3k42__1__1.B__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3k42__1__1.B__1.I/rank1_score0.77.sdf,1.1648072523811905,14,global,14,14,True,
3k42__1__1.B__1.I,5,0.65,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3k42__1__1.B__1.I/3k42__1__1.B__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3k42__1__1.B__1.I/rank5_score0.65.sdf,0.1662827868300584,14,global,14,14,True,
3k42__1__1.B__1.I,8,0.62,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3k42__1__1.B__1.I/3k42__1__1.B__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3k42__1__1.B__1.I/rank8_score0.62.sdf,0.3471661294135441,14,global,14,14,True,
3k42__1__1.B__1.I,9,0.61,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3k42__1__1.B__1.I/3k42__1__1.B__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3k42__1__1.B__1.I/rank9_score0.61.sdf,1.3072067789175759,14,global,14,14,True,
3k42__1__1.B__1.I,4,0.66,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3k42__1__1.B__1.I/3k42__1__1.B__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3k42__1__1.B__1.I/rank4_score0.66.sdf,0.20064467893266022,14,global,14,14,True,
3k42__1__1.B__1.I,7,0.63,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/3k42__1__1.B__1.I/3k42__1__1.B__1.I_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/3k42__1__1.B__1.I/rank7_score0.63.sdf,1.12296684542552,14,global,14,14,True,
2d3n__1__1.A__1.E,6,0.65,GNINA,/Users/aoxu/projects/DrugDiscovery/PoseBench/data/plinder_set/2d3n__1__1.A__1.E/2d3n__1__1.A__1.E_ligand.sdf,/Users/aoxu/projects/DrugDiscovery/PoseBench/forks/GNINA/inference/GNINA_plinder_output_0/2d3n__1__1.A__1.E/rank6_score0.65.sdf,2.356514980635109,34,global,34,34,True,
