protein,model,confidence,protein_ca_aligned_rmsd,protein_backbone_aligned_rmsd,ligand_rmsd,ligand_coordinate_rmsd,binding_site_aligned_rmsd,atom_count_match
1g77__1__1.A_2.A__2.D_2.E,0,0.9707143902778624,9.790577327674876,9.691550014560772,0.656585062642182,66.15689157625422,,True
1g77__1__1.A_2.A__2.D_2.E,1,0.9704675674438475,9.795178835989129,9.69364614487009,0.6624426662862101,73.06940249251326,,True
1g77__1__1.A_2.A__2.D_2.E,2,0.9702985882759094,9.784754817866276,9.686490694145848,0.6539152165879192,58.75861794252933,,True
1gm9__1__1.A_1.B__1.M_1.O,0,0.963542938232422,29.083536960745885,29.057795383944697,1.4374892115375026,15.863018299911694,,True
1gm9__1__1.A_1.B__1.M_1.O,1,0.9620410203933716,29.133631671056783,29.108543447895233,1.0693151976129387,16.106674338608826,,True
1gm9__1__1.A_1.B__1.M_1.O,2,0.9614273309707642,29.115907413091183,29.09107062667891,1.106989759889127,14.898797036170404,,True
1gqg__2__1.B__1.Q,0,0.9438387751579284,2.309383855373894,2.2856182769049127,0.2170431438499948,89.2131277175218,,True
1gqg__2__1.B__1.Q,1,0.9437536597251892,2.3128068379213476,2.2947038467901586,0.4030735430859435,99.59367960403628,,True
1gqg__2__1.B__1.Q,2,0.9422478079795836,2.344215876316735,2.3300795510645673,0.6222886405563023,99.27371025244152,,True
1gtk__1__1.A__1.B,0,0.9444043040275574,1.008685864852303,0.9683199855652218,0.5190926642240109,36.00887382715544,,True
1gtk__1__1.A__1.B,1,0.9440361857414246,1.2064923283204412,1.1943022459698578,0.6632206378927706,35.25789695467764,,True
1gtk__1__1.A__1.B,2,0.943516194820404,1.0369523135918262,0.9957308735885052,0.5236441845610597,33.54249546967746,,True
1gzf__3__1.C__1.I_1.J,0,0.9272633790969848,0.6191260826629844,0.6401359951118023,1.9812002648905125,51.41598167380918,,True
1gzf__3__1.C__1.I_1.J,1,0.9250764846801758,0.5482382289474238,0.5734830651918581,0.9878181375399412,53.98179269250231,,True
1gzf__3__1.C__1.I_1.J,2,0.9238466620445251,0.5191002770650549,0.536207640902901,1.977189986549228,46.422390893396035,,True
1h1i__1__1.A_1.C__1.E,0,0.9373416900634766,3.0880181544890797,2.997625727019713,1.0186052208581589,90.34720795966604,,True
1h1i__1__1.A_1.C__1.E,1,0.9238999485969543,2.943743762648278,2.8691919994860484,0.8659645133467962,75.55893252526232,,True
1h1i__1__1.A_1.C__1.E,2,0.9219927787780762,2.945088027947108,2.868765562107596,0.8027154121722272,71.28561408968051,,True
1h36__1__2.B__2.G,0,0.980024755001068,0.3317922179014319,0.348949921841472,0.3460309260294801,133.80140124213946,,True
1h36__1__2.B__2.G,1,0.979921281337738,0.3686347551306022,0.394508153839301,0.4370117422828651,136.98476543236478,,True
1h36__1__2.B__2.G,2,0.9796540141105652,0.3828102299337068,0.3984035259905696,1.27726512841943,137.17865685331665,,True
1h3c__1__2.B__2.G,0,0.980008065700531,0.3085571778719835,0.3332259250765204,0.6317972767959676,133.2611128918657,,True
1h3c__1__2.B__2.G,1,0.979792058467865,0.3190260179730683,0.3516545207447005,0.6025617074407229,135.1950769101819,,True
1h3c__1__2.B__2.G,2,0.9796068072319032,0.3226086672345948,0.3448511805943944,0.5211926166681394,132.93325885316068,,True
1h79__1__1.A_2.A__2.B_2.C,0,0.9355282187461852,0.8220385857110885,0.832681378465257,0.8148909336019631,122.00728945510195,,True
1h79__1__1.A_2.A__2.B_2.C,1,0.9338608980178832,0.8364954950340471,0.8425022750870987,0.904716472175145,100.07273391479336,,True
1h79__1__1.A_2.A__2.B_2.C,2,0.9337572455406188,0.8965535467738673,0.9045999194980748,1.095306133084699,118.28407427026742,,True
1h7a__1__1.A_2.A__2.B_2.D,0,0.9364423155784608,0.7841582542836585,0.8265076473736362,0.6812228909638746,98.3058829426466,,True
1h7a__1__1.A_2.A__2.B_2.D,1,0.9362733960151672,0.9456156043547688,1.0152219182415911,0.9617546567072456,93.6471824429331,,True
1h7a__1__1.A_2.A__2.B_2.D,2,0.9359198808670044,1.1188432303281926,1.1881363941208885,0.8080101772498752,125.95995361251396,,True
1ia9__1__1.B__1.G,0,0.9543102383613586,5.147069014178736,5.1015266563539345,0.9032523450783244,100.1202991629763,,True
1ia9__1__1.B__1.G,1,0.9540150761604308,6.332695034946025,6.279084389087739,0.9152758233741652,91.84901287333714,,True
1ia9__1__1.B__1.G,2,0.9535528421401978,6.30889411628048,6.254575319045682,0.9169800904093316,94.48422750863357,,True
1isf__1__1.B__1.D,0,0.9328901171684264,1.1483530789482914,1.2201496533671252,1.6613280004343909,108.72945779860476,,True
1isf__1__1.B__1.D,1,0.9186822175979614,0.8611090323043497,0.9149141968449812,1.104553625150439,107.6585450306066,,True
1isf__1__1.B__1.D,2,0.9175285696983336,0.9437473937210896,0.9933680608221626,1.6006698422103531,108.5820728086758,,True
1isi__1__1.A__1.C,0,0.9350388646125792,0.9553773126124664,1.00424616057977,1.2984020755907946,97.2550400902919,,True
1isi__1__1.A__1.C,1,0.9303826689720154,0.8628996792871192,0.9174430435108992,1.8282247887138416,93.53095712975006,,True
1isi__1__1.A__1.C,2,0.926894187927246,0.9943372981435528,1.054684431922034,1.1869168967971566,95.95278368179692,,True
1itc__1__1.A__1.D,0,0.9608404040336608,0.5706976279827859,0.5766095950902687,1.6760342581483745,6.301483353780272,,True
1itc__1__1.A__1.D,1,0.9604117274284364,0.5455582890163128,0.5526539077499135,2.091691661190004,6.439200989584187,,True
1itc__1__1.A__1.D,2,0.9601581692695618,0.6212595602375506,0.6276471649916029,2.572807962456204,6.443199768242031,,True
1j1m__1__1.A__1.B,0,0.9374458193778992,0.2551449589329265,0.2485026794111563,0.5897163342467623,5.220111723113928,,True
1j1m__1__1.A__1.B,1,0.9365747570991516,0.9866890386959232,0.9763019076975358,0.2454784690208689,4.31360206843404,,True
1j1m__1__1.A__1.B,2,0.9339855313301086,0.3219475699192449,0.3265847977890851,1.5772029046478293,4.568308760860355,,True
1jcl__1__1.A__1.C,0,0.979581654071808,0.2672597444280125,0.2820008495605794,0.5453503061308631,28.40141231049557,,True
1jcl__1__1.A__1.C,1,0.9788314700126648,0.3092852781308668,0.3126807938710542,0.5556902584677413,28.070186279560577,,True
1jcl__1__1.A__1.C,2,0.9786416292190552,0.2799558160644744,0.2909113306303772,0.5590636777180772,39.14857738450747,,True
1jep__5__1.A_2.A__1.E_1.F,0,0.9760252237319946,0.2754796395989703,0.3210067292295461,0.1997392859964092,50.51896932891204,,True
1jep__5__1.A_2.A__1.E_1.F,1,0.9737877249717712,0.2328302373213815,0.2782858177477699,0.2079496670050954,45.50341512885477,,True
1jep__5__1.A_2.A__1.E_1.F,2,0.9737094044685364,0.2642108067897716,0.3028417464857847,0.1992512184658113,49.73394543133158,,True
1js4__1__1.A__1.C,0,0.9490990042686462,0.5596273841863816,0.5643072572376264,2.1911429866286123,6.927011600155376,,True
1js4__1__1.A__1.C,1,0.9482914805412292,0.6257698556264064,0.6226277427267694,2.2292546923199033,6.919721089882288,,True
1js4__1__1.A__1.C,2,0.947881817817688,0.564876818303474,0.5694702487352818,2.162489411792087,6.986553139482378,,True
1juh__2__1.B_2.D__2.H,0,0.9171352386474608,13.925178023250531,13.818338660555447,0.7647306971140867,97.95792291755389,,True
1juh__2__1.B_2.D__2.H,1,0.9150059819221495,13.946241443927269,13.841881298261104,1.1186736116359035,93.54036289274885,,True
1juh__2__1.B_2.D__2.H,2,0.9036996960639954,13.96408872953644,13.85716318271534,0.6682270674152291,113.52320317198846,,True
1juh__2__1.B__1.GA_1.X,0,0.9434167742729188,2.5302862699345576,2.503926279983195,0.742483906130667,94.6948446149148,,True
1juh__2__1.B__1.GA_1.X,1,0.943292796611786,2.2289416140115943,2.201140389551487,0.7606976936943515,95.61987456179958,,True
1juh__2__1.B__1.GA_1.X,2,0.93382066488266,2.588182655261154,2.5543060105093085,0.216992033806666,85.39568191324764,,True
1ka1__1__1.A__1.B_1.C_1.D,0,0.9786133766174316,0.2366023540664505,0.2577870079492253,1.0229138105161608,26.051387390366813,,True
1ka1__1__1.A__1.B_1.C_1.D,1,0.9784029126167296,0.2275019757365995,0.27527113048924,0.7734321479797936,27.16072103853897,,True
1ka1__1__1.A__1.B_1.C_1.D,2,0.9776841402053832,0.2470513269695841,0.2718508832961478,1.0121998657249445,43.08933056389301,,True
1kv3__2__1.B_1.F__1.L,0,0.937773048877716,8.656574096968551,8.632087377758234,1.4261706947622173,238.0485222541675,,True
1kv3__2__1.B_1.F__1.L,1,0.9373287558555604,8.410728375734706,8.390333029902061,1.0477066847430507,267.3692943252165,,True
1kv3__2__1.B_1.F__1.L,2,0.9369220733642578,8.912197430210705,8.88773278765254,1.4438066700132148,270.77194342676484,,True
1l1y__3__1.C__1.I,0,0.9370194673538208,0.4681381166812124,0.4675275181024599,0.4358111323248065,4.607508014000531,,True
1l1y__3__1.C__1.I,1,0.9366281628608704,0.483693673394069,0.483131916808807,2.358417665337041,4.566847320826896,,True
1l1y__3__1.C__1.I,2,0.9345815777778624,0.4449006799682001,0.4472182758453358,2.5209601270308655,4.610161844449518,,True
1l2a__1__1.A__1.G,0,0.9336647987365724,0.4824437741877866,0.4837295130782102,0.6033735157079345,4.604439930116788,,True
1l2a__1__1.A__1.G,1,0.930493175983429,0.4741075296938611,0.4783401656535349,0.5637587152342144,4.6329122046891,,True
1l2a__1__1.A__1.G,2,0.9185869097709656,0.4682740340015283,0.471710082906063,0.6847073744043027,4.62867828100382,,True
1l4u__1__1.A__1.C_1.J,0,0.9164377450942992,0.5890137441892169,0.6555342754999455,0.7279637627682118,52.28835196470801,,True
1l4u__1__1.A__1.C_1.J,1,0.916352927684784,0.7397635974256069,0.7564967943478893,0.7278560037520688,48.06124469188593,,True
1l4u__1__1.A__1.C_1.J,2,0.91545170545578,0.7164108737516628,0.7837827288835253,0.5091350555979407,42.73659888458863,,True
1l4y__1__1.A__1.B_1.H,0,0.919175922870636,0.6473213898388055,0.6818260388768326,0.7241841351759709,36.60000171068605,,True
1l4y__1__1.A__1.B_1.H,1,0.918332576751709,0.6087419630256392,0.6714300496187067,0.6996203627384284,34.822896132243756,,True
1l4y__1__1.A__1.B_1.H,2,0.918069303035736,0.5729833058760895,0.6381832355708185,0.7223633022673452,39.32610483437744,,True
1lhu__1__2.A__2.C,0,0.9681156277656556,0.4769459759273322,0.4473926381302406,0.0814357554083048,52.78412964045159,,True
1lhu__1__2.A__2.C,1,0.9680997729301452,0.2996582635178512,0.3273600412884953,0.0838426583051943,58.686831900350526,,True
1lhu__1__2.A__2.C,2,0.9675998091697692,0.3727919167699188,0.3646665684454132,0.0885478764244064,54.8862728056843,,True
1lhv__1__2.A__2.D,0,0.9509111642837524,0.6064565866004858,0.6551818221595123,0.1159865833820851,61.02862995348986,,True
1lhv__1__2.A__2.D,1,0.9497475624084472,0.6005678423996605,0.6555628240451014,0.1094217169481723,52.86583256492428,,True
1lhv__1__2.A__2.D,2,0.9497014284133912,0.6152717122865828,0.6736489238152622,1.6273074727559205,59.61901556623488,,True
1lor__1__1.A_2.A__1.B,0,0.9842044711112976,0.2276144810975672,0.2435555990898843,0.8134835024741162,72.30645849909826,,True
1lor__1__1.A_2.A__1.B,1,0.9838431477546692,0.2669479352075236,0.3058734261402233,0.8142055189370269,73.77115431306343,,True
1lor__1__1.A_2.A__1.B,2,0.983825981616974,0.2489463882012977,0.260225201213705,0.1075538533795577,65.02564022927626,,True
1los__1__1.A_1.B__1.E,0,0.9744122624397278,15.940367591126806,15.896786239287762,0.1469005668116869,67.50756742060567,,True
1los__1__1.A_1.B__1.E,1,0.9741278886795044,15.91009466511997,15.864000869981256,0.8171333256238147,68.55343901935885,,True
1los__1__1.A_1.B__1.E,2,0.9739816784858704,15.913506111612577,15.86860455648935,0.1442131779637866,67.74415615211326,,True
1lqv__2__1.B__1.J,0,0.9194284677505492,0.6019198960708014,0.6214124621898636,0.1688418611827888,90.43646119237528,,True
1lqv__2__1.B__1.J,1,0.9188767671585084,0.7998374036947559,0.8323658817768126,0.4450855780749999,100.15075559339816,,True
1lqv__2__1.B__1.J,2,0.9118946194648744,0.6492534377916176,0.6902939138658865,0.480947172969498,83.23479741885086,,True
1m4i__1__1.A__1.D,0,0.9761083722114564,0.5056102437049389,0.5568719223042143,0.406762231124514,5.728528897870401,,True
1m4i__1__1.A__1.D,1,0.9759387373924256,0.5053777513213226,0.516106055688511,0.254349701210937,5.746302177624563,,True
1m4i__1__1.A__1.D,2,0.9758352637290956,0.5359411210369409,0.5825132353133282,0.2637888784741096,5.7317093628722064,,True
1nfs__1__1.A__1.D_1.E,0,0.971832275390625,0.3334508851186934,0.3912593590269231,0.5542808199846793,19.9202756291889,,True
1nfs__1__1.A__1.D_1.E,1,0.9713762402534484,0.334004476875457,0.3898532263328817,0.5187046169094608,14.946496039444929,,True
1nfs__1__1.A__1.D_1.E,2,0.9707773327827454,0.3286200484025947,0.3856515417675566,0.5327670322404063,19.821898894548784,,True
1nme__2__3.A_4.A_4.B__4.C_4.D,0,0.940427303314209,13.724306185902964,13.739072158577068,0.6790259068668355,95.0129471836834,,True
1nme__2__3.A_4.A_4.B__4.C_4.D,1,0.9362470507621764,13.63134520259377,13.64798850143318,0.7047807952659448,86.34528302931068,,True
1nme__2__3.A_4.A_4.B__4.C_4.D,2,0.9327557682991028,13.66951940268254,13.687803526792084,0.9189861365714744,100.0644685193442,,True
1nup__1__1.A_1.B__1.E,0,0.9618687629699708,0.661878276559105,0.6965158532829242,0.199107467775571,30.133189173612656,,True
1nup__1__1.A_1.B__1.E,1,0.9618563055992126,0.6179141884402208,0.6718658730544622,0.5366634644414731,30.461563057549935,,True
1nup__1__1.A_1.B__1.E,2,0.9618180394172668,0.6524225636151253,0.7245685441620775,0.5379466407543138,24.62344066867253,,True
1nx9__1__1.A__1.E,0,0.922944188117981,2.577469999433416,2.5665673192159666,1.391748041944432,207.83586407848384,,True
1nx9__1__1.A__1.E,1,0.9219142198562622,1.7454977878218707,1.7432687653547807,1.6331708865633623,189.40418629767225,,True
1nx9__1__1.A__1.E,2,0.9197667241096495,2.862864791401284,2.840066882085324,0.7990551038158193,211.5691837220944,,True
1o94__1__1.C__1.M,0,0.9751785397529602,0.619168740675246,0.6652003763443158,0.7931445288108039,82.70533970985029,,True
1o94__1__1.C__1.M,1,0.9749991297721864,0.7115155082075326,0.7335114951198172,0.7914799860684641,84.54825300280359,,True
1o94__1__1.C__1.M,2,0.9749681353569032,0.636928064291426,0.6734866686929194,0.7923087804305418,89.0978792206004,,True
1oik__1__2.A__2.C_2.D_2.E,0,0.9397274851799012,0.9112564707972456,1.0247944594107945,0.9395295176035716,97.8937992976219,,True
1oik__1__2.A__2.C_2.D_2.E,1,0.9357789158821106,0.8818209991614376,0.9532017275795986,0.7289070207534633,96.93295552676524,,True
1oik__1__2.A__2.C_2.D_2.E,2,0.9258524775505066,0.8710961116450147,0.939662088529174,1.486961177396315,109.7238451964399,,True
1omz__2__1.A__1.C_1.D,0,0.9667741656303406,1.5494193634371145,1.5506440122132898,1.2035037052252373,72.50612219438209,,True
1omz__2__1.A__1.C_1.D,1,0.9662043452262878,1.2925326174857836,1.2876592054395013,1.2179964821289149,81.49535939092735,,True
1omz__2__1.A__1.C_1.D,2,0.964941143989563,1.236754320643456,1.2649173505618274,1.143253133320521,80.51473558331594,,True
1on6__1__1.A__1.C_1.D,0,0.9697343707084656,1.2812430378895818,1.2659442465599833,0.5539464179470542,86.8647195930221,,True
1on6__1__1.A__1.C_1.D,1,0.9683882594108582,2.0486664963782157,2.09222532842818,0.6867181309170127,67.71435194293217,,True
1on6__1__1.A__1.C_1.D,2,0.9661648869514464,1.996808253803204,2.0445121358488616,0.5876199721022864,67.54871449250344,,True
1pj6__1__2.A__2.C,0,0.920259952545166,0.5842209224688102,0.5772681659613401,1.694821544368202,159.683256194881,,True
1pj6__1__2.A__2.C,1,0.9175176620483398,0.5473464627946686,0.5432202587967604,1.718704070903931,169.98333337841538,,True
1pj6__1__2.A__2.C,2,0.9139397740364076,0.5231500066948648,0.5233040645273113,2.016109224417221,136.36497166668664,,True
1pwu__2__1.B__1.E_1.F,0,0.918383240699768,1.9810848428706267,1.9602170511114656,0.7991440791367524,151.27712598041006,,True
1pwu__2__1.B__1.E_1.F,1,0.9163252115249634,1.8551537412700785,1.8437935160157135,0.7892522054073737,143.75519187357077,,True
1pwu__2__1.B__1.E_1.F,2,0.9152407050132751,2.1042764321199168,2.0921690751777997,0.7616489912804203,132.66226129630837,,True
1q91__1__1.A__1.B_1.C_1.D,0,0.972784161567688,0.2660045452114338,0.2744079439226337,1.1855980037193412,49.26990848957839,,True
1q91__1__1.A__1.B_1.C_1.D,1,0.972352147102356,0.3242263195646707,0.3338872873499094,1.2263100242803542,55.67743955268469,,True
1q91__1__1.A__1.B_1.C_1.D,2,0.9722068905830384,0.2976447140746702,0.3049902909186606,1.167445016938489,53.44303646173185,,True
1q92__1__1.A__1.C,0,0.9711554646492004,0.2248455504487504,0.2272024490730363,0.9297434855192106,58.694692244565104,,True
1q92__1__1.A__1.C,1,0.97109454870224,0.2469858077526019,0.2491130061976808,0.9459426208311862,56.95204110292688,,True
1q92__1__1.A__1.C,2,0.970256507396698,0.1937749088148876,0.200165841025892,0.51956019959965,57.13621403140136,,True
1qk0__1__1.A__1.E,0,0.9409786462783812,0.6158274586275253,0.6129191101506943,0.6187283006911639,45.7558414748481,,True
1qk0__1__1.A__1.E,1,0.9370314478874208,0.6471665042137118,0.6506050112562997,0.6540655000816223,46.680853327982035,,True
1qk0__1__1.A__1.E,2,0.9352224469184875,0.6337907585446606,0.632298211281833,0.688825701724821,38.402279029282326,,True
1qk2__1__1.A__1.E,0,0.9417981505393982,0.499962443341141,0.505257536314534,0.5415832575943211,45.25179214919875,,True
1qk2__1__1.A__1.E,1,0.9378482699394226,0.497985070580774,0.4966859786061835,0.5354647394471764,47.25941993175238,,True
1qk2__1__1.A__1.E,2,0.9377426505088806,0.4915299636844341,0.4988902799503938,0.4839047583392285,53.58003424251026,,True
1qmg__2__1.D__1.R,0,0.957751452922821,0.4684092954558119,0.4861865241030705,0.7081787954624398,80.59764671983297,,True
1qmg__2__1.D__1.R,1,0.9565609097480774,0.4804974005718105,0.4952800770998501,0.7054903134805917,76.81604025104393,,True
1qmg__2__1.D__1.R,2,0.9563911557197572,0.5182817588365772,0.5245468307165374,0.5589714718299795,84.67911680352482,,True
1qnf__1__1.A__1.C,0,0.9696866273880004,0.5398595521900978,0.5750314268421645,1.1619574471998249,89.09467223365871,,True
1qnf__1__1.A__1.C,1,0.9695085883140564,0.5813213580650857,0.6210380271372333,1.116977239589716,87.26492404123823,,True
1qnf__1__1.A__1.C,2,0.9692832827568054,0.568065837049799,0.6084603821305942,1.109675907957361,84.48043473104381,,True
1qwu__1__1.A__1.C_1.D,0,0.9756348729133606,0.4812066949243497,0.4867520187639073,1.1459353265492698,3.7108640236038415,,True
1qwu__1__1.A__1.C_1.D,1,0.975328266620636,0.5265448260485015,0.5350884764799293,1.1098706383114785,3.717966746570804,,True
1qwu__1__1.A__1.C_1.D,2,0.9753090739250184,0.506575257625484,0.5104359389397607,1.166231273332908,3.717188861462706,,True
1r34__1__1.A__1.C_1.D,0,0.9763550162315368,0.4509059903006238,0.4629442671257927,1.1103640449524066,87.4815571300875,,True
1r34__1__1.A__1.C_1.D,1,0.9760530591011048,0.5244962162881976,0.5231635998097584,1.0233482135481624,66.81706782915361,,True
1r34__1__1.A__1.C_1.D,2,0.9758357405662536,0.5073679414548373,0.5135835516455354,1.1155926414366473,86.38313266103131,,True
1r6w__1__1.A__1.B_1.C,0,0.9814442992210388,0.6661567686420466,0.6607372864672241,0.623531227040541,31.400626368799415,,True
1r6w__1__1.A__1.B_1.C,1,0.9807755351066588,0.7184784405417124,0.7160435280849191,0.0710556197983853,43.790270068884965,,True
1r6w__1__1.A__1.B_1.C,2,0.980717957019806,0.590557671784496,0.6008728167035069,0.6222035647128745,36.60538532945183,,True
1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,0,0.9646643996238708,1.3365242137466906,1.3405754378335806,1.5898601744258358,33.74945050832141,,True
1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,1,0.9641425013542176,1.4237813791414298,1.4260397250379455,1.5835008195727434,39.94170545364149,,True
1rlz__1__1.A_2.A_3.A_4.A__2.B_3.B,2,0.9640024304389954,1.315199093643585,1.3172871713446763,1.5901609733273316,44.762589499034696,,True
1rwn__1__2.A_2.B__2.C,0,0.8979232907295227,15.649354565672867,15.574229048231436,0.956989919560356,63.772825349470395,,True
1rwn__1__2.A_2.B__2.C,1,0.8870202302932739,15.656467941134744,15.577101022489035,0.9735105672159744,67.92219300390306,,True
1rwn__1__2.A_2.B__2.C,2,0.8865898251533508,15.567570717514126,15.48370274081812,0.9910003447607822,89.36884643552368,,True
1rwo__1__2.A_2.B__2.C,0,0.8325878381729126,15.66510090421657,15.578864058277414,1.0269104345309068,60.40316681045545,,True
1rwo__1__2.A_2.B__2.C,1,0.8299315571784973,15.531512672615367,15.462532755450605,0.9862286010370392,67.32052794780157,,True
1rwo__1__2.A_2.B__2.C,2,0.8294112086296082,15.46905689282008,15.394527366224697,0.9442312121595516,62.38342616217634,,True
1s2g__1__1.A_2.C__1.D,0,0.973082959651947,6.619618552011697,6.420433671249288,0.3801094687881856,23.388417538269756,,True
1s2g__1__1.A_2.C__1.D,1,0.972999393939972,6.637720599058575,6.437883788907562,0.3405757673280392,15.658060611426665,,True
1s2g__1__1.A_2.C__1.D,2,0.9726435542106628,6.657145290166319,6.45577881346364,0.3499185684378528,34.84901143026394,,True
1s4m__2__1.B__1.E,0,0.971135139465332,1.1585359108779376,1.2099917650026677,0.085208597244142,46.73944993198406,,True
1s4m__2__1.B__1.E,1,0.9698814749717712,1.0769535416905185,1.0982230738675849,0.086779464635852,52.84002781982614,,True
1s4m__2__1.B__1.E,2,0.9695542454719543,1.1758970550546648,1.1960632885283309,0.0858477035949003,33.04563828925755,,True
1tcb__1__1.A__1.C,0,0.907667636871338,0.8934986714938553,0.854223401751446,0.833855855217474,62.06171528665179,,True
1tcb__1__1.A__1.C,1,0.90320485830307,0.8609538460076718,0.8208452599434712,0.6583806538002381,49.83688195324251,,True
1tcb__1__1.A__1.C,2,0.8970982432365417,0.867830897265499,0.8338436880092674,2.8536686301933467,65.08033201496879,,True
