protein,model,confidence,protein_ca_aligned_rmsd,protein_backbone_aligned_rmsd,ligand_rmsd,ligand_coordinate_rmsd,binding_site_aligned_rmsd,atom_count_match
1dvr__1__1.A_1.B__1.C,0,0.9352465867996216,3.590671852467343,3.6115027483127005,4.023036634087845,61.31788814263524,,True
1dvr__1__1.A_1.B__1.C,1,0.9305686354637146,3.7334763969448725,3.746745159217516,4.065593488613347,47.88458490300749,,True
1dvr__1__1.A_1.B__1.C,2,0.9295112490653992,4.1269713252682445,4.139237694853692,4.10939500440424,48.80953734050282,,True
1e1z__1__2.A__2.B,0,0.9278611540794373,0.6189723108431336,0.6366492382674449,4.471401174229862,62.790017393577095,,True
1e1z__1__2.A__2.B,1,0.9273779988288879,0.6180388549000465,0.6439523607601336,4.471178051659129,73.72649112622759,,True
1e1z__1__2.A__2.B,2,0.9269542098045349,0.6168616443757758,0.635960047218763,4.486908804511818,76.91534518430915,,True
1esw__1__1.A__1.B_1.D,0,0.9721328020095825,1.0300648692756877,1.0157884447662329,5.133311593310536,54.47318499729936,,True
1esw__1__1.A__1.B_1.D,1,0.9715806245803833,1.0682617586664636,1.0546350789402346,5.150416500627105,49.431157705807,,True
1esw__1__1.A__1.B_1.D,2,0.9713186621665955,0.8958065825621669,0.8823689916184605,5.106766043575367,58.913908770649094,,True
1fj4__1__1.B__1.F,0,0.9705551266670227,0.40975969393883105,0.4476681343431632,3.4988407891290194,29.21065641165908,,True
1fj4__1__1.B__1.F,1,0.9685439467430115,0.4369040149105243,0.47052524396544376,3.489229108467876,14.837914088577277,,True
1fj4__1__1.B__1.F,2,0.9680477380752563,0.37596760227466924,0.4143578061471083,3.4789276163748344,17.4554443696761,,True
1g4s__2__1.B__1.F_1.G_1.H,0,0.9847311973571777,0.357904910016198,0.3638427107558447,4.354258678068075,75.08884729771792,,True
1g4s__2__1.B__1.F_1.G_1.H,1,0.984566330909729,0.3699960032587037,0.3737578356232271,4.347137692119623,78.5285757745664,,True
1g4s__2__1.B__1.F_1.G_1.H,2,0.9844585657119751,0.3431722816823871,0.3771732293030248,4.351082873483239,69.17441909602658,,True
1g4t__2__1.B__1.F_1.G_1.H,0,0.9832677245140076,0.36146886355702423,0.3499687914798797,3.845565295659184,77.67800518602418,,True
1g4t__2__1.B__1.F_1.G_1.H,1,0.9832097291946411,0.3587685751616028,0.3493048281562534,3.839078595289595,81.04646979875187,,True
1g4t__2__1.B__1.F_1.G_1.H,2,0.983024537563324,0.29238749409073367,0.2844464483128697,3.838107853177449,69.42952679602533,,True
1g60__1__1.A__1.D,0,0.9584642648696899,1.4948443816855017,1.4951146221336102,3.6142044579576544,57.48033300987326,,True
1g60__1__1.A__1.D,1,0.9579848647117615,1.0783362323626338,1.0900254837327579,3.611675392698848,45.76008004396004,,True
1g60__1__1.A__1.D,2,0.9579324722290039,1.6216685077473532,1.6086744288377672,3.6052942533083403,65.66240463213386,,True
1g77__1__1.A_2.A__2.D_2.E,0,0.9707143902778625,9.790577327674876,9.691550014560773,4.432729518774256,66.15689157625422,,True
1g77__1__1.A_2.A__2.D_2.E,1,0.9704675674438477,9.795178835989127,9.69364614487009,4.421557884553318,73.06940249251326,,True
1g77__1__1.A_2.A__2.D_2.E,2,0.9702985882759094,9.784754817866276,9.686490694145848,4.4241505429123,58.75861794252933,,True
1gm9__1__1.A_1.B__1.M_1.O,0,0.9635429382324219,29.083536960745885,29.057795383944697,3.158202129612932,15.863018299911694,,True
1gm9__1__1.A_1.B__1.M_1.O,1,0.9620410203933716,29.133631671056786,29.108543447895233,3.140156178498914,16.106674338608826,,True
1gm9__1__1.A_1.B__1.M_1.O,2,0.9614273309707642,29.115907413091183,29.09107062667891,3.1175381187661317,14.898797036170404,,True
1gqg__2__1.B__1.Q,0,0.9438387751579285,2.309383855373894,2.2856182769049127,3.257857686199605,89.2131277175218,,True
1gqg__2__1.B__1.Q,1,0.9437536597251892,2.3128068379213476,2.2947038467901586,3.251988534544293,99.59367960403627,,True
1gqg__2__1.B__1.Q,2,0.9422478079795837,2.344215876316735,2.3300795510645673,3.3327875043258386,99.27371025244153,,True
1gtk__1__1.A__1.B,0,0.9444043040275574,1.008685864852303,0.9683199855652218,4.009441783063272,36.00887382715544,,True
1gtk__1__1.A__1.B,1,0.9440361857414246,1.2064923283204412,1.1943022459698578,3.9555900805239363,35.25789695467764,,True
1gtk__1__1.A__1.B,2,0.943516194820404,1.0369523135918262,0.9957308735885051,4.016983261130288,33.54249546967746,,True
1gzf__3__1.C__1.I_1.J,0,0.9272633790969849,0.6191260826629844,0.6401359951118023,3.244728748674817,51.41598167380918,,True
1gzf__3__1.C__1.I_1.J,1,0.9250764846801758,0.5482382289474238,0.5734830651918581,2.747569854433723,53.98179269250231,,True
1gzf__3__1.C__1.I_1.J,2,0.9238466620445251,0.5191002770650549,0.536207640902901,3.1513594611098372,46.422390893396035,,True
