target_id,boltz_best_rmsd,gnina_best_rmsd,gnina_best_rank,gnina_rank1_rmsd,boltz_better,difference
6fxr__1__1.A__1.B,0.39155813490521474,0.2700869793473067,3,2.1675803603128965,False,0.12147115555790805
4c49__3__1.C__1.G,0.0,0.3615732167103113,5,0.5735070414197446,True,-0.3615732167103113
6cfc__1__1.A__1.B,0.6595309168728505,1.0792633752356786,2,1.6213163344353136,True,-0.41973245836282813
6xoo__1__1.A__1.B,0.9177947156131402,0.8376941912799417,3,0.9174782629131071,False,0.08010052433319848
8qe3__1__1.A_2.A__2.B,0.8260377977881769,0.12295913037882057,1,0.12295913037882057,False,0.7030786674093563
7siy__1__1.A__1.B,0.9498780889922213,0.6473536845001712,1,0.6473536845001712,False,0.3025244044920501
8r3d__1__1.B_1.E__1.J,0.4820131792409943,0.20368257322355987,4,0.5835020175996664,False,0.2783306060174344
6m47__1__1.A__1.G,0.5795907647805235,0.8354907128478979,7,1.0872597505897903,True,-0.25589994806737437
2wa9__1__1.A__1.H,1.144309485376955,1.2920795670523155,5,1.5349320623023555,True,-0.14777008167536043
8b1e__1__1.A__1.C,0.6038974814859269,0.7109020161770828,8,0.9486301108413323,True,-0.1070045346911559
7cpr__1__1.F_1.J__1.P,0.6227357263705904,0.5454767149544665,1,0.5454767149544665,False,0.0772590114161239
4kql__1__3.A__3.L,0.47365582268004375,0.7631490185546946,3,0.8370957681906328,True,-0.2894931958746509
1dp4__2__1.A__1.C,0.8057671883324936,0.8863076656544625,9,2.359889241396579,True,-0.0805404773219689
4jaf__1__1.B_3.B__1.H,0.4206311078221573,2.1994677040287622,8,3.40947885476583,True,-1.778836596206605
1gtk__1__1.A__1.B,0.5190926642240109,0.659416552758512,1,0.659416552758512,True,-0.14032388853450106
7pz1__1__1.A__1.D,1.0062706410833533,0.18008733094463866,1,0.18008733094463866,False,0.8261833101387146
7cfd__5__1.G__1.H,3.2551814817796796,2.373795246863513,1,2.373795246863513,False,0.8813862349161665
5tiy__1__1.A__1.C,1.0679933580943535,0.5521667679750674,1,0.5521667679750674,False,0.5158265901192861
3l4t__1__1.A__1.B,0.9944858321307491,0.9634928055729184,9,1.1220047099355157,False,0.03099302655783076
6i6x__2__1.B__1.E,0.8508263341582208,0.7936653056996043,1,0.7936653056996043,False,0.05716102845861659
5npp__1__1.B__1.O,1.7013220398434796,0.47539848673927493,1,0.47539848673927493,False,1.2259235531042048
8bf4__1__1.B__1.H,0.2586161683229084,0.31931537823981543,5,0.4510405873779486,True,-0.060699209916907026
7mfp__1__1.A_1.B__1.I,0.7042728699009139,1.0622428089067657,1,1.0622428089067657,True,-0.35796993900585183
3x0b__1__1.A_1.B__1.E,0.7419262303984817,0.4704994436313989,9,0.5019898659723564,False,0.2714267867670828
3nqm__1__1.A_1.B__1.C,0.12225125429944168,0.14810335465475136,1,0.14810335465475136,True,-0.025852100355309673
3kqn__1__1.A__1.C_1.D_1.E,0.676085876825854,0.15856256322466086,1,0.15856256322466086,False,0.5175233136011931
2r1r__1__1.A__1.G,2.701907260849752,1.3444271103383443,1,1.3444271103383443,False,1.3574801505114076
3tay__1__1.A__1.C_1.H,0.49481338847193723,0.6491632524189863,4,1.630892007813256,True,-0.15434986394704908
4tx6__1__1.A__1.C,0.16626075066391707,0.17185612642029044,2,2.1465038860997265,True,-0.005595375756373366
4mwf__2__1.C__1.L,0.155972441059152,0.12715306269993235,9,0.4759741721291907,False,0.02881937835921966
3ek5__1__1.A_1.C_1.D_1.E_1.F__1.K_1.L,1.5514906000383226,0.7542870829416002,2,1.7586910284820954,False,0.7972035170967224
6bsl__1__1.A__1.D_1.F,1.3422178976408379,1.188143497027998,3,1.4533427019640783,False,0.15407440061283983
6qvg__1__1.A_1.B__1.L,0.5601304602609835,1.1441846560039703,1,1.1441846560039703,True,-0.5840541957429869
7s2r__1__1.A__1.C,0.8928209210153987,0.6101260889200882,9,0.9236171579680645,False,0.28269483209531043
1m4i__1__1.A__1.D,0.25434970121093703,0.4395115924818964,2,1.2649872314478154,True,-0.1851618912709594
5jmy__2__1.B__1.M_1.N,1.1417040145987012,0.2828653690283497,1,0.2828653690283497,False,0.8588386455703515
3i27__2__1.C_1.D__1.L,1.4738290651838966,0.47411971720582763,6,1.1452423738421142,False,0.999709347978069
1js4__1__1.A__1.C,2.1624894117920874,0.7620459168406103,1,0.7620459168406103,False,1.4004434949514772
6w8z__1__1.A__1.E,0.4445546843307661,0.18530043256387127,6,0.8954529852776851,False,0.25925425176689487
5bzo__1__1.A__1.B,0.11307458558793268,0.15998309452930634,8,1.1727982402555492,True,-0.04690850894137366
1v4s__1__1.A__1.D,0.19260707808926447,0.29870647564017516,1,0.29870647564017516,True,-0.10609939755091069
8a1n__1__1.A__1.C,0.26357144972924634,0.7092192387176397,3,1.0682960533621588,True,-0.44564778898839336
4fju__1__1.A_1.B__1.E,0.520254586199327,0.8331114298944655,1,0.8331114298944655,True,-0.31285684369513855
3oha__1__1.A__1.D_1.H_1.I,0.7270553282270282,0.8420544725752724,1,0.8420544725752724,True,-0.11499914434824421
5lnr__1__3.A_3.D__3.N,0.8886062082680968,0.4410560603630919,2,1.0537456414106978,False,0.44755014790500486
3wf3__2__1.B__1.Q,0.18557225112788836,0.15037739876699716,4,0.9698000008920455,False,0.035194852360891205
1jep__5__1.A_2.A__1.E_1.F,0.19925121846581137,0.2050350427551106,1,0.2050350427551106,True,-0.005783824289299244
4tlc__1__1.C_1.D__1.M_1.O,0.7689736811926311,0.1922102981610225,1,0.1922102981610225,False,0.5767633830316086
1gzf__3__1.C__1.I_1.J,0.9878181375399413,0.8779026961943032,1,0.8779026961943032,False,0.10991544134563813
4mmd__1__1.A__1.D_1.E,0.247700847345912,0.7964620817639597,5,1.9899533858303429,True,-0.5487612344180477
5wgu__1__1.A__1.N,0.727918942240055,4.124109421307244e-05,4,4.578908107947894e-05,False,0.7278777011458419
5t64__1__1.B__1.M,0.1684098347620204,0.5438076933907381,6,0.6199971419370833,True,-0.37539785862871766
5yjo__1__1.A__1.E_1.F,1.963930400152166,0.7818392600576137,8,1.848901420682603,False,1.1820911400945522
6yyd__1__1.A__1.B,1.3792618980647298,1.0892119478458435,6,1.352733056573893,False,0.29004995021888624
7a0c__2__1.B__1.T_1.U,0.517267664013109,1.8426805370241857,2,3.090922565590418,True,-1.3254128730110768
5u1w__1__1.A_2.A_3.A__3.E,1.4486022800147618,1.0481163650173677,2,1.661509605189935,False,0.40048591499739405
5man__1__1.A__1.B,0.4791394076773067,0.6094851169250536,2,2.2453712684988725,True,-0.1303457092477469
7erb__2__1.C__1.L_1.M,0.8421969877748603,1.6491144351146976,1,1.6491144351146976,True,-0.8069174473398373
6apw__1__1.A__1.B,0.4292853468737668,1.01693777864708,3,1.072564468386626,True,-0.5876524317733132
6ul2__3__1.C__1.W,0.1982215850133899,0.7901689559308219,1,0.7901689559308219,True,-0.591947370917432
1rwo__1__2.A_2.B__2.C,0.9442312121595516,1.0770673806107647,4,3.196458016745556,True,-0.13283616845121304
1dvr__1__1.A_1.B__1.C,1.7170615759356023,0.20925829490404504,1,0.20925829490404504,False,1.5078032810315571
6gid__1__1.A__1.C,0.21628293454950326,0.34086978543650936,1,0.34086978543650936,True,-0.1245868508870061
4my6__2__1.B__1.F,0.147049525251329,0.7143538974697455,7,0.9837911596586515,True,-0.5673043722184166
6x82__2__1.D_1.E_1.F__1.H,1.3867710025226745,0.216798902814574,1,0.216798902814574,False,1.1699720997081005
3nqd__1__1.A_1.B__1.C,0.5418556082152093,0.2911259704265835,1,0.2911259704265835,False,0.2507296377886258
3nwd__3__1.C_3.C__3.O,0.4061994045497595,0.1530487721016528,1,0.1530487721016528,False,0.2531506324481067
6a9a__1__1.A_2.A__2.C_2.D,2.6651594076113505,0.8703947259312205,2,1.479740100692973,False,1.79476468168013
1q92__1__1.A__1.C,0.51956019959965,0.3303262729551853,2,1.4746981667459569,False,0.18923392664446476
6fhy__1__1.A__1.C,0.7195746031219927,0.3274488859521994,4,0.9064979690350485,False,0.39212571716979333
2q8i__1__1.A_2.A_2.B__2.F,1.1455162800283045,0.8599257170069587,3,1.531196441880941,False,0.2855905630213458
4l59__1__1.A_2.A__2.B,2.0113232098487086,0.13013276150341366,1,0.13013276150341366,False,1.881190448345295
5d4v__2__1.B__1.I_1.L,0.45489464602872287,0.23457376707175762,1,0.23457376707175762,False,0.22032087895696525
6gy9__1__1.A_1.B__1.C,0.5469674013909063,0.7523886930954216,4,1.9695377875720244,True,-0.20542129170451529
6lft__1__1.A__1.B_1.C,0.5371135438010574,1.1917715081130305,1,1.1917715081130305,True,-0.6546579643119731
5wdl__1__1.F__1.V,0.29672687324042935,0.9103999889640165,2,1.2540153751374048,True,-0.6136731157235872
4cdc__1__1.G_1.H_1.I__1.X,1.7459901999519865,0.6036058421005049,5,0.9076634028095957,False,1.1423843578514816
5m8m__3__1.C__1.Q,0.9430378681561784,0.455659134787085,6,2.771136817137159,False,0.48737873336909343
3bex__2__1.C_1.D__1.L,1.0978043934552841,0.20804469949104404,1,0.20804469949104404,False,0.88975969396424
6cq9__1__1.A__1.F,1.134529388823515,1.0255162218788618,1,1.0255162218788618,False,0.10901316694465324
8e1v__1__1.A__1.C_1.D,0.7246919904972259,0.7965609901939084,1,0.7965609901939084,True,-0.07186899969668248
4tsq__3__1.C__1.U,2.2508196478822815,2.093650802843654,5,2.4154599324824195,False,0.1571688450386275
4ise__1__1.A__1.C,1.0254406910441995,0.47498532634542945,3,1.7337558209102417,False,0.5504553646987701
1juh__2__1.B_2.D__2.H,0.6682270674152291,0.8340240545508836,7,1.5352665308768796,True,-0.1657969871356545
3vv0__1__1.A__1.B,0.4305143914443071,0.7894833478384492,1,0.7894833478384492,True,-0.3589689563941421
4ad5__1__1.A__1.B,1.1923518175992818,0.48224064794325877,5,1.029646228524199,False,0.710111169656023
7u0r__1__1.B__1.I_1.J_1.K_1.L,0.6769043802924355,0.8632984377778382,1,0.8632984377778382,True,-0.18639405748540272
3vw9__1__1.A_1.B__1.E_1.F,1.6718886106203108,0.3799897677808373,1,0.3799897677808373,False,1.2918988428394735
7n4w__1__2.A__2.D,0.4602576377343145,0.1378003515573531,3,0.6817585081761699,False,0.3224572861769614
1nup__1__1.A_1.B__1.E,0.19910746777557103,0.40863452607471773,2,0.9955862964286377,True,-0.2095270582991467
5a5w__1__1.A__1.B,0.45638579226305354,1.0377565512915568,1,1.0377565512915568,True,-0.5813707590285032
6m06__2__1.B__1.D,0.38501369474567565,0.28329972217686195,9,0.44335910882912755,False,0.1017139725688137
1q91__1__1.A__1.B_1.C_1.D,1.1674450169384887,0.14597495054869705,1,0.14597495054869705,False,1.0214700663897915
4tlb__1__1.A_1.F__1.V_1.W,0.7935936791265968,0.2343077602991722,1,0.2343077602991722,False,0.5592859188274246
2jbs__1__1.A_1.D__1.H,0.7487136760805903,0.24183316723854145,1,0.24183316723854145,False,0.5068805088420488
5vr7__1__1.A_1.B__1.C,2.754564046540312,0.49960707301933005,2,1.594334564862766,False,2.254956973520982
4ih7__1__1.A__1.D,0.49987082516631104,0.061164508836585516,1,0.061164508836585516,False,0.4387063163297255
6pe3__1__1.A__1.B,0.688846033414129,0.9157395078267763,1,0.9157395078267763,True,-0.2268934744126473
6h6m__1__1.C_1.D__1.X,1.2345671123918107,0.2096562349548024,1,0.2096562349548024,False,1.0249108774370084
3n5j__1__2.A__2.B_2.D,0.5020276003777729,0.46277338889260616,5,0.7124713035810232,False,0.03925421148516678
1e1z__1__2.A__2.B,0.9759954680704734,0.6621112751331603,3,1.4636911354760256,False,0.3138841929373132
2hxd__1__1.A_3.A__1.B_1.C,0.5118767924795738,0.602142873751906,1,0.602142873751906,True,-0.09026608127233215
8qv7__1__1.A__1.E,0.5646761086888513,0.6599069644447869,5,1.1250405862093895,True,-0.0952308557559356
8ogh__1__1.A_1.B__1.M_1.R,0.7225913470176555,0.6277285239956696,1,0.6277285239956696,False,0.0948628230219859
3k43__1__1.B__1.G,0.5981998638942129,0.40509552221302386,9,0.5615753845406353,False,0.193104341681189
4glx__1__1.D__1.G,0.327139309541111,0.07966131656420455,1,0.07966131656420455,False,0.24747799297690642
1zed__1__2.A__2.C,0.3399960370275614,0.2824355459259081,3,0.352276824396147,False,0.057560491101653344
5kv8__1__1.B__1.S,0.12096507415854793,1.079710155687565,2,1.2014502064925507,True,-0.958745081529017
5zk4__2__1.B__1.J_1.N,0.9794305416972217,1.5500052341465183,6,1.8492426679360963,True,-0.5705746924492966
2xd9__1__4.A_4.C__4.F,0.10172250971976746,0.1859706301280296,1,0.1859706301280296,True,-0.08424812040826216
5m5u__1__1.A__1.C,3.9289251857486307,3.249917515569104,1,3.249917515569104,False,0.6790076701795269
3ju4__1__1.A_2.A_3.A__1.B,0.10288525131489722,0.7466112085503583,8,1.0973409314583387,True,-0.6437259572354611
6q8n__2__1.B__1.W,0.23209569642701194,0.2037069081443361,3,1.0887991269279322,False,0.028388788282675853
6gbx__1__1.A__1.D_1.F,0.9756523029529794,0.25320957658030496,5,1.2332334876903486,False,0.7224427263726745
5ezv__1__1.E__1.K_1.L,0.11700656060213796,0.19203149083935148,7,1.1506366107470796,True,-0.07502493023721352
2vft__1__1.A__1.B_1.C,0.5437760860197338,0.523513009678497,1,0.523513009678497,False,0.020263076341236808
2vxk__1__1.A_2.A__1.B,0.7927526625088717,0.6585409376493296,1,0.6585409376493296,False,0.13421172485954203
4jvo__1__1.A__1.C,1.762197791427742,1.5506670032883343,9,1.6905928089142972,False,0.21153078813940773
4gnv__1__1.B__1.G,0.054460526120533204,0.12891056564270295,1,0.12891056564270295,True,-0.07445003952216975
5fbc__1__1.A__1.E,0.4879291344350101,0.1713994905266726,2,0.5936898041254722,False,0.3165296439083375
5h42__1__1.A__1.C,0.5940952714059614,0.22206248456044922,4,0.5760932650488446,False,0.3720327868455122
5o3w__2__1.B__1.F,2.928104334728617,1.4335128079263655,5,3.0992913464071545,False,1.4945915268022516
7z5u__1__1.A__1.B_1.C,0.5540158981978596,0.8132366801434365,1,0.8132366801434365,True,-0.25922078194557696
3vws__1__1.A__1.D_1.E,1.5755332404477456,0.3544219746270317,4,1.081243497993572,False,1.221111265820714
5cdo__1__1.A_1.C_1.D__1.W,0.4666372916617799,0.053299943984842474,4,0.3359418639872006,False,0.4133373476769374
5la7__1__1.A__1.D,0.5131414012891277,0.12511233727633306,6,0.4087734552026829,False,0.3880290640127946
2vfs__1__1.A__1.B_1.C,0.5707928118597791,0.4119544096069344,1,0.4119544096069344,False,0.15883840225284473
6uik__1__1.A__1.C,0.2112209809928982,0.9784223490951794,6,1.0342622186119037,True,-0.7672013681022812
3jvv__1__2.B__2.G_2.H,0.38659499941110165,1.416859193187055,1,1.416859193187055,True,-1.0302641937759534
3hf8__1__1.A__1.C,1.0455651216814745,0.7826742773868318,2,1.6341777221320422,False,0.2628908442946427
7bht__1__1.A_2.A__2.C,0.15934577518330895,0.0046394865048500385,1,0.0046394865048500385,False,0.1547062886784589
3n13__1__1.A__1.B,0.9768133331905314,0.2500731106597147,1,0.2500731106597147,False,0.7267402225308167
1wda__1__2.A__2.J,1.053136514261248,0.8031330752494396,3,1.4578171253523762,False,0.25000343901180855
3woo__1__1.A__1.C,1.8974221150068946,2.0977595207315916,2,2.694039983118338,True,-0.20033740572469694
6ujj__1__1.A__1.B,1.1326237210683974,0.07926096351918137,9,0.13858718061989542,False,1.053362757549216
6mx3__1__1.A_1.B__1.C_1.D,1.198866639144871,0.4088212670124538,4,0.5022935622315036,False,0.7900453721324172
6z3v__1__1.A_1.B__1.D_1.I,1.2200861760837631,1.0443350943540166,6,1.404085986432967,False,0.17575108172974652
6r4g__1__1.B__1.F_1.G,0.5814934558837364,0.669329767333375,1,0.669329767333375,True,-0.08783631144963866
3w54__1__1.A__1.E_1.F_1.G_1.H,0.6749490358190179,0.6390849079553398,9,1.0507551392059016,False,0.0358641278636781
4zr5__1__1.A__1.I,0.3973827409986289,0.2852684126352622,7,1.105196038523817,False,0.11211432836336671
4d4b__1__1.A__1.C_1.E,2.143363125117973,0.4710826508886065,4,2.390168893853535,False,1.6722804742293662
4gc4__1__1.A_1.B__1.D,0.5634924123554608,0.17475807518327552,1,0.17475807518327552,False,0.38873433717218525
2zwa__2__1.B__1.H,0.36613111520950226,1.0381501619798008,1,1.0381501619798008,True,-0.6720190467702986
3nqf__1__1.A_1.B__1.C,0.5413094982771249,0.13248508603545137,1,0.13248508603545137,False,0.40882441224167354
5qto__1__1.A_1.B__1.H,0.7838949778790902,0.14272883926385305,7,0.6323255725897315,False,0.6411661386152372
5fog__3__1.D__1.M,0.4859391642996759,0.43592180916453344,1,0.43592180916453344,False,0.05001735513514244
1wk9__1__1.A__1.B,0.6005611107018343,0.8080710126843592,1,0.8080710126843592,True,-0.20750990198252495
7n54__1__1.B__1.H,0.4500604853700526,0.3433278337773249,7,0.4049861094918302,False,0.10673265159272771
7ac8__3__1.E__1.K,0.8172497578066455,0.6547394633816374,1,0.6547394633816374,False,0.1625102944250082
7qox__1__1.A__1.D,3.8541574211119918,1.5389507110926093,5,2.7704003260189145,False,2.3152067100193827
3tz3__1__1.A_2.A__1.D,0.9791496546672551,0.13035031781583906,1,0.13035031781583906,False,0.8487993368514161
5jqw__1__1.A__1.B,0.7981686160836662,0.5667601674815792,6,1.0829930120433355,False,0.23140844860208698
6yy6__1__1.A__1.E,0.08670504444946545,0.20039843555670675,9,0.2822232407311774,True,-0.1136933911072413
5avw__1__1.B__1.D,1.2976329448206039,0.5433041128053381,4,2.029465760492091,False,0.7543288320152658
5e64__1__1.A_1.B_2.B__2.H,1.2023379220652934,0.5035852559732421,3,1.4551348917597133,False,0.6987526660920513
5zqs__1__1.B__1.D,1.7342092287662787,0.05308208411521923,1,0.05308208411521923,False,1.6811271446510594
6xuq__1__2.A__2.B_2.C_2.E,1.004655005492007,0.6653332553896373,2,2.179534203079105,False,0.33932175010236965
1r34__1__1.A__1.C_1.D,1.0233482135481624,0.4403886842942536,4,1.0830901283500114,False,0.5829595292539088
1lqv__2__1.B__1.J,0.16884186118278888,0.3030732886170211,7,0.48344210124354126,True,-0.13423142743423222
6qp8__1__1.B__1.I,0.6246577744165753,0.7478585778292115,8,0.8247657213608126,True,-0.12320080341263617
6r58__2__1.B__1.F_1.J,2.231879126601237,0.5857142816071037,2,2.2876866729408154,False,1.6461648449941335
8ome__1__1.A_1.D__1.H,1.231798134695681,0.686806336032853,2,2.7027477064755128,False,0.544991798662828
5e1q__2__1.B__1.D_1.G,2.2434592178686508,0.4045947451543477,1,0.4045947451543477,False,1.838864472714303
7t78__2__1.B__1.I,1.9663011705582145,1.0604804612815775,3,1.4523190023445822,False,0.905820709276637
3lty__1__1.A_1.B__1.C,0.17249998069579248,0.3244530827500101,1,0.3244530827500101,True,-0.15195310205421764
3lhu__1__1.A_1.B__1.C,0.5624876527715318,0.21912745547104454,1,0.21912745547104454,False,0.3433601973004873
4l1r__2__1.B_3.B__1.K,0.5828535522317708,0.2944129198641343,3,0.5782037908386256,False,0.2884406323676365
8jnv__1__1.B__1.E_1.F,1.9024794603306838,0.4699201493200349,1,0.4699201493200349,False,1.432559311010649
6kfe__1__1.A_2.A__1.D,0.6062664032798576,0.2534664471103005,4,1.1259433242062569,False,0.3527999561695571
2j0y__1__1.C__1.H,2.0482093435853526,1.9625582909360118,2,2.8578528257702254,False,0.08565105264934081
6e1a__1__1.A__1.B_1.C_1.G,2.551549343245613,0.3525383440280608,1,0.3525383440280608,False,2.199010999217552
4x3m__1__1.A__1.C,0.743786922404687,0.2618736800218167,9,0.5321272760105894,False,0.4819132423828703
8b0e__1__1.A__1.B,0.920731706291977,0.7025538231929364,1,0.7025538231929364,False,0.21817788309904063
2bif__1__1.A__1.F_1.H,0.47222207785240033,0.3763715067674019,1,0.3763715067674019,False,0.09585057108499845
1v3c__1__1.B__1.J,0.27524076305766254,0.13218435464421985,5,0.44487601226913825,False,0.1430564084134427
6h7e__1__1.A__1.C,0.5104282758260903,0.027436438134460017,4,1.865341021312986,False,0.4829918376916303
4n7m__1__1.A_1.B__1.C,0.1788210912004651,0.02969402405312638,1,0.02969402405312638,False,0.14912706714733873
1los__1__1.A_1.B__1.E,0.14421317796378666,0.6762067194185739,9,1.0704938842436102,True,-0.5319935414547873
3n76__1__12.A_7.A__12.B,0.5658647246147437,0.5375508675797511,3,0.5431034951966219,False,0.028313857034992562
7r2v__2__1.B__1.L,0.4085870628476136,0.8903135074712835,1,0.8903135074712835,True,-0.48172644462366987
8fvb__1__1.B_2.A_2.B__2.E,1.1054840263968384,0.26267010737237834,2,1.3321298624692026,False,0.8428139190244601
3zds__1__1.A_1.B__1.M_1.N,0.5263426895689534,1.301579667126979,7,2.065417573056948,True,-0.7752369775580257
4a61__1__1.A__1.B_1.C,0.5232782757823196,0.6562947841561516,2,1.66828657177358,True,-0.13301650837383205
4j6w__1__1.C_1.E__1.W,1.7868821345537413,0.7857201545747279,1,0.7857201545747279,False,1.0011619799790135
6f22__1__1.A__1.C,1.0499136960888409,0.27309809928245404,2,2.088761532278824,False,0.7768155968063868
3h65__1__2.A__2.B_2.C_2.D_2.E_2.F,0.4569273397494705,0.7539096140387441,3,0.9491435881668507,True,-0.29698227428927365
5hmw__1__1.A__1.D,0.4567347716434303,0.3876053959160063,1,0.3876053959160063,False,0.069129375727424
2z8g__2__1.B__1.W,0.23485022965778155,0.15436157936049874,4,0.6029701572958643,False,0.0804886502972828
5oo2__1__2.B__2.P,0.12458957775088393,0.19243961669841994,1,0.19243961669841994,True,-0.06785003894753601
2y71__1__1.A_3.A__3.B,0.8244792363744888,0.16405309683172534,1,0.16405309683172534,False,0.6604261395427635
3li1__1__1.A_1.B__1.C,0.5498775065791224,0.23717953961620342,1,0.23717953961620342,False,0.31269796696291896
6ykb__1__1.A__1.C,0.6350236332257201,0.48512821819323493,3,0.8935240954800223,False,0.14989541503248516
4hsi__2__1.B_2.B__2.K,0.7155820002960305,0.15365584905570118,7,0.7391790489688455,False,0.5619261512403293
4x3l__1__1.A_1.B__1.C,0.7522812467480636,0.7432835892784942,1,0.7432835892784942,False,0.008997657469569376
5zq7__1__1.A_1.B__1.E,2.1780372740529392,1.5496595246877027,2,1.6535345349828043,False,0.6283777493652365
7v3d__1__1.A_1.B__1.F,0.6141424175886592,0.4338373512624466,1,0.4338373512624466,False,0.18030506632621257
2ybe__1__1.A__1.B_1.D_1.E_1.F,1.1594288125564076,0.15622953801587733,1,0.15622953801587733,False,1.0031992745405303
4lrh__4__1.D__1.T,0.4137844796006867,0.7691622418338299,1,0.7691622418338299,True,-0.35537776223314316
6i1h__2__1.B__1.D,1.3766533407295578,0.8826644810834555,3,1.7621626030009967,False,0.4939888596461023
4a1o__1__1.A_1.B__1.E_1.I,0.9587292982087953,0.46577638334467947,1,0.46577638334467947,False,0.4929529148641158
5h4j__1__1.A_2.A__2.B,0.9527936231464638,1.3392477646917065,6,1.9305253652552294,True,-0.3864541415452427
3l9h__1__1.A__1.D,1.1812433033519796,0.6324022304809664,2,1.7199221007994476,False,0.5488410728710131
4cdf__1__1.A_1.B_1.C__1.I,2.132577180926773,0.6412942425728203,3,1.7049075237244973,False,1.4912829383539528
4ixd__2__1.A_2.A__1.C,1.9424353232193636,0.5997098239960279,9,1.907634578582394,False,1.3427254992233357
2hmw__1__4.A_4.B__4.D,0.833514008797148,0.9659901369265314,1,0.9659901369265314,True,-0.13247612812938336
6wk8__1__1.A_1.B_1.D__1.F,1.142433636437121,1.0030420677397778,9,1.4720947358226733,False,0.13939156869734326
7ow2__1__1.A_1.C_1.E_1.G__1.E_1.G,4.195683527074968,3.264966396554659,7,4.17814663909752,False,0.9307171305203092
6y88__6__1.F__1.U,0.8121589602486322,0.2348905055806563,1,0.2348905055806563,False,0.5772684546679759
4m1j__1__1.A_1.B__1.C,0.9413193836458453,1.1561314136706164,1,1.1561314136706164,True,-0.21481203002477112
2gag__1__1.A_1.B__1.H_1.J,1.6210499797657596,0.45294271814872167,1,0.45294271814872167,False,1.1681072616170378
5bs3__1__1.A_1.B__1.I,1.2685995574835915,1.26896883371813,7,1.5633267147277146,True,-0.0003692762345384182
1esw__1__1.A__1.B_1.D,1.0120024261835103,1.3749447146992364,1,1.3749447146992364,True,-0.3629422885157261
8ppd__2__1.B__1.L,0.8459294867973022,0.4579670614862197,5,0.9840242160332686,False,0.3879624253110825
4k2f__1__1.A_1.B__1.M,1.4851135793382009,0.07283385863462741,1,0.07283385863462741,False,1.4122797207035735
5j42__1__1.A__1.C_1.D,0.11779010640688872,0.038580043590980335,4,0.12539886866588598,False,0.0792100628159084
6gw2__1__1.A__1.C,0.6952440293355041,0.9471704223050001,8,1.6553802256344157,True,-0.25192639296949604
8gen__1__2.A_3.A__2.B,1.37664549758193,0.3036178945214982,1,0.3036178945214982,False,1.0730276030604318
6wk9__2__1.E_1.F_1.G__1.Q_1.R_1.U_1.V,2.158560307181306,1.1167854063762868,2,3.6580015237289936,False,1.0417749008050194
8b18__1__1.A__1.C,1.89787042814857,0.24503424294382736,1,0.24503424294382736,False,1.6528361852047428
6jo0__1__1.A__1.B,0.004832054217314015,0.20817977720914146,8,1.5942630987336572,True,-0.20334772299182746
3s1f__1__1.A__1.B,0.902453323569427,1.0918883462360813,1,1.0918883462360813,True,-0.18943502266665435
8k5y__1__1.A__1.H,1.7167399530210068,0.6656510836923615,7,0.6702217283867331,False,1.0510888693286453
5yij__1__1.A_1.C__1.E,2.041058900684174,0.8186463592333061,1,0.8186463592333061,False,1.222412541450868
5o1j__1__1.A__1.B_1.D,0.8682583906483603,0.4557851725929136,1,0.4557851725929136,False,0.4124732180554467
