rmsd,score,method,protein,rank
0.5627485120370503,26.19099891377579,surfdock,3k42__1__1.B__1.I,5
1.099734687282705,130.05878460512298,surfdock,2d3n__1__1.A__1.E,1
1.0287346178710473,121.22027581320576,surfdock,2d3n__1__1.A__1.E,2
1.0127501408953818,114.42347287535306,surfdock,2d3n__1__1.A__1.E,3
1.0109876236605086,110.60002885980589,surfdock,2d3n__1__1.A__1.E,4
1.0436445112266437,110.44728554957689,surfdock,2d3n__1__1.A__1.E,5
1.0292779347612713,133.85025088577316,surfdock,1uoo__1__1.A__1.B,1
3.357183712585231,111.61511223201614,surfdock,1uoo__1__1.A__1.B,2
2.891865466607604,103.12738774682656,surfdock,1uoo__1__1.A__1.B,3
1.422850269887299,102.54414442625654,surfdock,1uoo__1__1.A__1.B,4
3.198980254766695,93.4463857944325,surfdock,1uoo__1__1.A__1.B,5
1.1039878368267575,142.34557356785533,surfdock,1siw__1__1.B_1.C__1.L,1
0.9731454588115885,138.94301748123655,surfdock,1siw__1__1.B_1.C__1.L,2
1.0250816074788662,136.74378756537823,surfdock,1siw__1__1.B_1.C__1.L,3
0.9832538283036428,133.44855197402353,surfdock,1siw__1__1.B_1.C__1.L,4
1.0836580629420993,126.165260914847,surfdock,1siw__1__1.B_1.C__1.L,5
1.0359723906119978,252.75544980192043,surfdock,3ogm__2__1.E_1.F__1.CA_1.DA_1.EA_1.FA,1
1.1367333098400811,235.53465778924323,surfdock,3ogm__2__1.E_1.F__1.CA_1.DA_1.EA_1.FA,2
1.2035016029081174,233.76361272588008,surfdock,3ogm__2__1.E_1.F__1.CA_1.DA_1.EA_1.FA,3
1.1049268408494393,224.65771912547774,surfdock,3ogm__2__1.E_1.F__1.CA_1.DA_1.EA_1.FA,4
1.0220301623256534,215.4324207283954,surfdock,3ogm__2__1.E_1.F__1.CA_1.DA_1.EA_1.FA,5
0.561673700106621,167.09714122451078,surfdock,7ee5__1__1.A__1.H,1
0.5108882441472126,166.4615609722393,surfdock,7ee5__1__1.A__1.H,2
0.6357463995403279,156.10855231434417,surfdock,7ee5__1__1.A__1.H,3
0.7129668217956783,152.62042215457691,surfdock,7ee5__1__1.A__1.H,4
0.6553947368271421,140.68423415357105,surfdock,7ee5__1__1.A__1.H,5
1.1709286213242012,17.5506756864991,surfdock,4kgq__1__3.A_3.B__3.F,1
1.099955331745557,17.061398972063287,surfdock,4kgq__1__3.A_3.B__3.F,2
1.181251951290048,16.747769029887937,surfdock,4kgq__1__3.A_3.B__3.F,3
1.4128315892598327,16.61119693543016,surfdock,4kgq__1__3.A_3.B__3.F,4
1.5833511425010067,16.06429829852006,surfdock,4kgq__1__3.A_3.B__3.F,5
0.25929505709105594,271.442988819077,surfdock,7vbv__1__1.B__1.N,1
0.251885297671304,258.17763971665784,surfdock,7vbv__1__1.B__1.N,2
0.8749254090884213,258.0173306388377,surfdock,7vbv__1__1.B__1.N,3
0.2609917986185519,251.80481663788123,surfdock,7vbv__1__1.B__1.N,4
0.3040943738822288,250.96655581905418,surfdock,7vbv__1__1.B__1.N,5
1.3464049646447103,64.01543871264055,surfdock,3ca5__2__2.A__2.D,1
1.5194024564884265,54.43080322715828,surfdock,3ca5__2__2.A__2.D,2
1.4491915866407823,52.23848847337052,surfdock,3ca5__2__2.A__2.D,3
1.5190997660536467,50.711439547813185,surfdock,3ca5__2__2.A__2.D,4
1.3498866265208014,50.036849180583125,surfdock,3ca5__2__2.A__2.D,5
1.0212756991928693,417.46337559350087,surfdock,6y88__6__1.F__1.U,1
1.0009188640766107,411.894331269631,surfdock,6y88__6__1.F__1.U,2
1.2197807351062782,393.3492274269423,surfdock,6y88__6__1.F__1.U,3
0.4368238924879247,392.01599301081836,surfdock,6y88__6__1.F__1.U,4
1.2391979513132876,388.0025228822836,surfdock,6y88__6__1.F__1.U,5
0.8200611944182299,46.33963886813567,surfdock,1lqv__2__1.B__1.J,1
0.8314093432735236,41.22703659800785,surfdock,1lqv__2__1.B__1.J,2
0.8577587056282944,40.87591626493218,surfdock,1lqv__2__1.B__1.J,3
0.873013649175066,38.22908846291456,surfdock,1lqv__2__1.B__1.J,4
0.769746103281358,36.95972402415357,surfdock,1lqv__2__1.B__1.J,5
1.4608850241683857,277.5567586312577,surfdock,8eg6__2__1.G_1.H__1.AA,1
1.0006701467926042,269.7014166786439,surfdock,8eg6__2__1.G_1.H__1.AA,2
0.5618826141316976,228.42686058867997,surfdock,8eg6__2__1.G_1.H__1.AA,3
0.6275318181986124,189.83913639255252,surfdock,8eg6__2__1.G_1.H__1.AA,4
1.75912791197521,133.1836852344952,surfdock,8eg6__2__1.G_1.H__1.AA,5
0.9724754563089169,98.95530763390303,surfdock,5e62__2__2.C_2.D_3.D__3.N,1
0.9942655881468959,98.6885224591772,surfdock,5e62__2__2.C_2.D_3.D__3.N,2
1.1128454597912132,91.73030994461983,surfdock,5e62__2__2.C_2.D_3.D__3.N,3
1.0053666639497112,89.69631151446254,surfdock,5e62__2__2.C_2.D_3.D__3.N,4
1.009824352945673,86.80698308222962,surfdock,5e62__2__2.C_2.D_3.D__3.N,5
0.6832292885021453,145.40489886337193,surfdock,6hmh__1__1.A__1.B_1.D_1.E,1
0.6527001938333369,137.13585831670053,surfdock,6hmh__1__1.A__1.B_1.D_1.E,2
0.6760128353680415,135.80741575451736,surfdock,6hmh__1__1.A__1.B_1.D_1.E,3
0.644325292202211,132.3396812909948,surfdock,6hmh__1__1.A__1.B_1.D_1.E,4
0.7516942707208962,123.82348585155762,surfdock,6hmh__1__1.A__1.B_1.D_1.E,5
0.65335275821947,303.79178225399625,surfdock,4tlb__1__1.A_1.F__1.V_1.W,1
1.3436387083777757,294.03864321658915,surfdock,4tlb__1__1.A_1.F__1.V_1.W,2
1.2084040169024037,285.170490371171,surfdock,4tlb__1__1.A_1.F__1.V_1.W,3
1.1038831324110636,274.4605806319986,surfdock,4tlb__1__1.A_1.F__1.V_1.W,4
1.0313944583088188,269.8152573407394,surfdock,4tlb__1__1.A_1.F__1.V_1.W,5
0.5803066136542219,96.86012001707103,surfdock,5qgm__1__1.A__1.F,1
0.6357948125757881,90.89522563801658,surfdock,5qgm__1__1.A__1.F,2
0.6046554174236618,82.01381401599527,surfdock,5qgm__1__1.A__1.F,3
1.367680384641861,73.80170206406554,surfdock,5qgm__1__1.A__1.F,4
0.4749104666129822,71.80935729435096,surfdock,5qgm__1__1.A__1.F,5
1.5210446738056018,188.19407370627883,surfdock,3lgm__1__1.A__1.C,1
1.9192033529100783,182.11705032075375,surfdock,3lgm__1__1.A__1.C,2
1.5104005167631098,177.05774623303932,surfdock,3lgm__1__1.A__1.C,3
1.4932533570722923,174.84734921756973,surfdock,3lgm__1__1.A__1.C,4
1.4856162056343534,171.19371869618763,surfdock,3lgm__1__1.A__1.C,5
0.9659367287817545,237.6864434994852,surfdock,7siy__1__1.A__1.B,1
0.9367992219341236,208.29041680230995,surfdock,7siy__1__1.A__1.B,2
1.0333835782576999,200.90995090379923,surfdock,7siy__1__1.A__1.B,3
1.6748654101053722,194.13513071837662,surfdock,7siy__1__1.A__1.B,4
1.2668173865621526,191.39872033298983,surfdock,7siy__1__1.A__1.B,5
1.378009702160266,173.72936816617803,surfdock,1wxy__1__1.A__1.C,1
1.1785311852350322,155.39152343950892,surfdock,1wxy__1__1.A__1.C,2
1.1024568068011977,140.05480107395394,surfdock,1wxy__1__1.A__1.C,3
1.4432229814870248,135.41002778217265,surfdock,1wxy__1__1.A__1.C,4
1.3417142817675258,133.7890850727534,surfdock,1wxy__1__1.A__1.C,5
1.7105757389270821,63.75013009349947,surfdock,1h1i__1__1.A_1.C__1.E,1
1.7811426184191872,61.40100874681724,surfdock,1h1i__1__1.A_1.C__1.E,2
1.7699940035801374,55.28701333980572,surfdock,1h1i__1__1.A_1.C__1.E,3
1.687435556276893,51.698965652353145,surfdock,1h1i__1__1.A_1.C__1.E,4
1.7286684965811419,50.58582330182284,surfdock,1h1i__1__1.A_1.C__1.E,5
1.3155597641594972,150.5302888602231,surfdock,4my6__2__1.B__1.F,1
1.38143281994611,147.3928444063319,surfdock,4my6__2__1.B__1.F,2
1.173588605956853,146.17920543890486,surfdock,4my6__2__1.B__1.F,3
1.4920590296691323,130.46014285558456,surfdock,4my6__2__1.B__1.F,4
1.5155140968247334,127.88725979277437,surfdock,4my6__2__1.B__1.F,5
1.216298432614861,249.83739691976783,surfdock,7erb__2__1.C__1.L_1.M,1
1.4206695500099276,202.18012727259318,surfdock,7erb__2__1.C__1.L_1.M,2
1.812341316603919,194.8042733555376,surfdock,7erb__2__1.C__1.L_1.M,3
1.473413543714824,192.74155626406338,surfdock,7erb__2__1.C__1.L_1.M,4
1.7961375930527892,182.52886201895734,surfdock,7erb__2__1.C__1.L_1.M,5
2.0642910336379803,247.0339245794379,surfdock,3h65__1__2.A__2.B_2.C_2.D_2.E_2.F,1
1.0199463567103249,237.3155745288862,surfdock,3h65__1__2.A__2.B_2.C_2.D_2.E_2.F,2
2.0447472662676103,232.05735033992454,surfdock,3h65__1__2.A__2.B_2.C_2.D_2.E_2.F,3
1.6290480819796727,223.27992379216107,surfdock,3h65__1__2.A__2.B_2.C_2.D_2.E_2.F,4
1.6742507508696551,207.1513573847446,surfdock,3h65__1__2.A__2.B_2.C_2.D_2.E_2.F,5
0.5964709941984564,127.73428663158154,surfdock,6i6x__2__1.B__1.S,1
0.5946826367830259,122.89179116941504,surfdock,6i6x__2__1.B__1.S,2
0.5935270493139764,118.34065639480221,surfdock,6i6x__2__1.B__1.S,3
0.5937054458030613,112.72133147514477,surfdock,6i6x__2__1.B__1.S,4
0.5960130510759309,111.81466656350496,surfdock,6i6x__2__1.B__1.S,5
2.408708161471583,157.60836797241237,surfdock,2dey__1__2.A__2.B_2.H,1
2.1936944314831295,136.90011207379717,surfdock,2dey__1__2.A__2.B_2.H,2
2.539776874034183,129.85458973059096,surfdock,2dey__1__2.A__2.B_2.H,3
2.2689817217081383,128.74742892520928,surfdock,2dey__1__2.A__2.B_2.H,4
2.0545693283894204,122.68510903553175,surfdock,2dey__1__2.A__2.B_2.H,5
1.5466681453243352,139.2475855356983,surfdock,6bsl__1__1.A__1.D_1.F,1
1.8815738003401195,134.59854165586916,surfdock,6bsl__1__1.A__1.D_1.F,2
2.132944793437889,122.2885625864191,surfdock,6bsl__1__1.A__1.D_1.F,3
2.557486331761648,112.3247340191181,surfdock,6bsl__1__1.A__1.D_1.F,4
2.6921982589072773,110.55614527037733,surfdock,6bsl__1__1.A__1.D_1.F,5
0.9731919816965052,26.870034794400695,surfdock,1dp4__2__1.A__1.C,1
1.0333548081736645,25.85030631793385,surfdock,1dp4__2__1.A__1.C,2
1.1326931084787415,24.693729192567922,surfdock,1dp4__2__1.A__1.C,3
1.0623603916883244,21.946284951515693,surfdock,1dp4__2__1.A__1.C,4
1.045759192887813,20.245751794629996,surfdock,1dp4__2__1.A__1.C,5
1.2135807202649076,135.75008182539887,surfdock,3f6k__1__1.A__1.C,1
0.9846846932056009,127.27774146438007,surfdock,3f6k__1__1.A__1.C,2
1.0160332042970084,105.41103016147996,surfdock,3f6k__1__1.A__1.C,3
1.0994376580587701,90.00238036743211,surfdock,3f6k__1__1.A__1.C,4
1.2283176685593094,88.89023777897873,surfdock,3f6k__1__1.A__1.C,5
0.366854503010948,534.3390088724568,surfdock,3vw9__1__1.A_1.B__1.E_1.F,1
0.8520384416179391,494.38599901032165,surfdock,3vw9__1__1.A_1.B__1.E_1.F,2
1.3007784854334714,473.6172888574277,surfdock,3vw9__1__1.A_1.B__1.E_1.F,3
0.584192692772266,448.98515723364847,surfdock,3vw9__1__1.A_1.B__1.E_1.F,4
1.2312007535851701,439.17446011441933,surfdock,3vw9__1__1.A_1.B__1.E_1.F,5
2.854582123701265,129.83141203522314,surfdock,6tlk__2__1.D__1.R,1
1.7296736095766505,118.74562678922652,surfdock,6tlk__2__1.D__1.R,2
1.3529032989620626,114.32655453423521,surfdock,6tlk__2__1.D__1.R,3
3.2124099787089544,108.91386738864797,surfdock,6tlk__2__1.D__1.R,4
1.772922871138494,106.3587318230442,surfdock,6tlk__2__1.D__1.R,5
0.9371615569490865,116.60759134628749,surfdock,2xjb__1__1.A__1.D_1.G,1
0.7434834359585415,115.00463445802512,surfdock,2xjb__1__1.A__1.D_1.G,2
1.2695505240205354,106.62085029633884,surfdock,2xjb__1__1.A__1.D_1.G,3
0.8349586836745422,102.24298271269888,surfdock,2xjb__1__1.A__1.D_1.G,4
0.5531858554959425,97.79633104989112,surfdock,2xjb__1__1.A__1.D_1.G,5
2.323955479519495,30.35619844572408,surfdock,6h15__1__1.D__1.G,1
2.434410411973508,29.96901373913302,surfdock,6h15__1__1.D__1.G,2
2.1214817406704958,23.575831169229897,surfdock,6h15__1__1.D__1.G,3
2.1834795639269355,21.655130950161027,surfdock,6h15__1__1.D__1.G,4
2.3556584718735314,21.614759573952462,surfdock,6h15__1__1.D__1.G,5
0.6634579855475492,421.514881458583,surfdock,2hmv__1__4.A_4.B__4.C,1
0.6825147241407544,418.7408783843325,surfdock,2hmv__1__4.A_4.B__4.C,2
0.5120480123341975,403.1509140342105,surfdock,2hmv__1__4.A_4.B__4.C,3
0.7738166704019448,391.7181428428584,surfdock,2hmv__1__4.A_4.B__4.C,4
1.035739997024095,374.65487262222393,surfdock,2hmv__1__4.A_4.B__4.C,5
0.35942982092948517,346.6113644586337,surfdock,5vwo__1__1.A_1.B__1.D,1
0.5867141561853831,335.7226534753813,surfdock,5vwo__1__1.A_1.B__1.D,2
0.40087706854934485,332.14353022076506,surfdock,5vwo__1__1.A_1.B__1.D,3
0.625327861709132,316.31189167046085,surfdock,5vwo__1__1.A_1.B__1.D,4
0.549175234531363,288.19955789266817,surfdock,5vwo__1__1.A_1.B__1.D,5
2.285319562144566,294.33180406920945,surfdock,6r58__2__1.B__1.F_1.J,1
1.0350129622328348,244.6117776978785,surfdock,6r58__2__1.B__1.F_1.J,2
3.6649596682190624,232.72700812611902,surfdock,6r58__2__1.B__1.F_1.J,3
1.5829979317642526,226.68933914298498,surfdock,6r58__2__1.B__1.F_1.J,4
1.194800567070744,213.13395328767177,surfdock,6r58__2__1.B__1.F_1.J,5
1.1457952703514724,176.38882556184194,surfdock,3ayf__1__1.A__1.B_1.C_1.E,1
2.0720512654654124,156.84752465185298,surfdock,3ayf__1__1.A__1.B_1.C_1.E,2
1.4357538727908872,145.47976680211704,surfdock,3ayf__1__1.A__1.B_1.C_1.E,3
2.1537951945093523,144.69797651148855,surfdock,3ayf__1__1.A__1.B_1.C_1.E,4
2.305921595497422,140.68721139451407,surfdock,3ayf__1__1.A__1.B_1.C_1.E,5
1.5031890611983887,315.816050137382,surfdock,6pe3__1__1.A__1.B,1
1.1459900026719432,268.6208860559905,surfdock,6pe3__1__1.A__1.B,2
1.5960047409960314,266.55163235738905,surfdock,6pe3__1__1.A__1.B,3
0.9256640136682902,249.11245677848402,surfdock,6pe3__1__1.A__1.B,4
1.3325605221806756,246.31431800786658,surfdock,6pe3__1__1.A__1.B,5
4.578285323291089,75.18476706374541,surfdock,3ddb__1__1.A_1.B__1.B_1.C,1
3.7694984223149843,75.05913581792457,surfdock,3ddb__1__1.A_1.B__1.B_1.C,2
4.7475966595267804,72.56346580194098,surfdock,3ddb__1__1.A_1.B__1.B_1.C,3
3.089349549470418,72.32245921206635,surfdock,3ddb__1__1.A_1.B__1.B_1.C,4
3.527665896989851,71.49814949031659,surfdock,3ddb__1__1.A_1.B__1.B_1.C,5
0.4218940659110513,181.05136570749295,surfdock,6o9x__1__1.A__1.B,1
0.6209340762050324,146.71963102628314,surfdock,6o9x__1__1.A__1.B,2
0.746876813176473,116.51296426478747,surfdock,6o9x__1__1.A__1.B,3
0.8610824537504517,113.98703608924997,surfdock,6o9x__1__1.A__1.B,4
2.4927631510682926,108.2221164106488,surfdock,6o9x__1__1.A__1.B,5
0.5750380065422529,417.1766258727387,surfdock,3nqm__1__1.A_1.B__1.C,1
0.5651064834841637,415.0094560835071,surfdock,3nqm__1__1.A_1.B__1.C,2
0.595922557009164,411.6479291056692,surfdock,3nqm__1__1.A_1.B__1.C,3
0.5705467693089353,406.67624284624117,surfdock,3nqm__1__1.A_1.B__1.C,4
1.8077979965541646,402.89668138580777,surfdock,3nqm__1__1.A_1.B__1.C,5
0.5434368478560755,153.78886629959894,surfdock,5bzq__1__1.A__1.B,1
0.7049885346780288,117.25899266738728,surfdock,5bzq__1__1.A__1.B,2
0.9770675170186662,116.60430793213919,surfdock,5bzq__1__1.A__1.B,3
0.8240644926421585,116.12048616607626,surfdock,5bzq__1__1.A__1.B,4
1.0546921599760681,110.11277627437131,surfdock,5bzq__1__1.A__1.B,5
0.6898601284123611,300.6447384667722,surfdock,6ykb__1__1.A__1.C,1
0.8319551391769102,284.4114909645436,surfdock,6ykb__1__1.A__1.C,2
0.6694139566244487,283.9631038585393,surfdock,6ykb__1__1.A__1.C,3
0.7013731637725544,270.93678989415656,surfdock,6ykb__1__1.A__1.C,4
0.8491409047826475,252.12668597623954,surfdock,6ykb__1__1.A__1.C,5
0.41777967672638994,168.454847518921,surfdock,5bzn__1__1.A__1.C,1
1.067714938857131,157.63256976188597,surfdock,5bzn__1__1.A__1.C,2
0.8600932903474643,156.93969256643175,surfdock,5bzn__1__1.A__1.C,3
1.1122290346677484,144.37396698253605,surfdock,5bzn__1__1.A__1.C,4
1.6284755328271736,131.32490435389028,surfdock,5bzn__1__1.A__1.C,5
1.9970938491947507,73.23456567687458,surfdock,5id7__1__1.A__1.D,1
1.7007789890632454,70.38716029882431,surfdock,5id7__1__1.A__1.D,2
1.2790379860986736,69.87981829599283,surfdock,5id7__1__1.A__1.D,3
1.1481352510815983,67.29952073814606,surfdock,5id7__1__1.A__1.D,4
1.78003685328188,65.85565944961884,surfdock,5id7__1__1.A__1.D,5
0.2239483310426513,215.39886259268314,surfdock,2pnc__1__1.B__1.O,1
0.20973058141110837,209.21436295045436,surfdock,2pnc__1__1.B__1.O,2
0.22229301958921618,200.23247449652118,surfdock,2pnc__1__1.B__1.O,3
0.2092971617385703,199.75908207681803,surfdock,2pnc__1__1.B__1.O,4
0.21054253478240278,199.45340233867,surfdock,2pnc__1__1.B__1.O,5
0.9980437548351266,262.1348587058607,surfdock,6wqt__1__1.A__1.C,1
0.9285347086730484,231.6627335493734,surfdock,6wqt__1__1.A__1.C,2
2.3300155678643746,229.00661371429828,surfdock,6wqt__1__1.A__1.C,3
2.9754308259551356,211.9845335125667,surfdock,6wqt__1__1.A__1.C,4
1.9449023085064645,210.84795657786762,surfdock,6wqt__1__1.A__1.C,5
0.3292822264274036,397.39314073863267,surfdock,5ers__1__1.A_2.A__2.B_2.C,1
0.44910389093436054,379.2734602014315,surfdock,5ers__1__1.A_2.A__2.B_2.C,2
0.3120347361546794,367.5431028079308,surfdock,5ers__1__1.A_2.A__2.B_2.C,3
0.3365302735732935,365.8354776246778,surfdock,5ers__1__1.A_2.A__2.B_2.C,4
0.23388927531379455,365.385331521626,surfdock,5ers__1__1.A_2.A__2.B_2.C,5
1.5570953390490672,215.01422666920263,surfdock,1h3c__1__2.B__2.G,1
2.3028529347368463,184.88065516781853,surfdock,1h3c__1__2.B__2.G,2
1.1644046012611688,184.83835037890978,surfdock,1h3c__1__2.B__2.G,3
1.3642863753735077,184.10359739510736,surfdock,1h3c__1__2.B__2.G,4
1.2174892923083387,179.9351176877581,surfdock,1h3c__1__2.B__2.G,5
0.6346145851018912,422.6765466837063,surfdock,6wv7__1__1.A__1.C,1
1.2268797236556723,290.77597263721077,surfdock,6wv7__1__1.A__1.C,2
1.1792631755316965,290.7125250449571,surfdock,6wv7__1__1.A__1.C,3
1.1859715495802803,247.68668128214898,surfdock,6wv7__1__1.A__1.C,4
1.0476389308335017,194.29875269010967,surfdock,6wv7__1__1.A__1.C,5
1.3064869558458208,256.66350313292685,surfdock,2hxd__1__1.A_3.A__1.B_1.C,1
0.8422528056631503,248.20632473837705,surfdock,2hxd__1__1.A_3.A__1.B_1.C,2
1.2252621116509947,232.5733856751437,surfdock,2hxd__1__1.A_3.A__1.B_1.C,3
0.9989752770856829,226.9873979610887,surfdock,2hxd__1__1.A_3.A__1.B_1.C,4
1.104924868287314,210.71114492793976,surfdock,2hxd__1__1.A_3.A__1.B_1.C,5
0.42072815886648773,267.47623551333515,surfdock,3lu6__1__1.A__1.D,1
1.5306937104046472,218.8624174157696,surfdock,3lu6__1__1.A__1.D,2
1.1604346526219413,210.1559631066584,surfdock,3lu6__1__1.A__1.D,3
1.0698165491837006,205.26982341663606,surfdock,3lu6__1__1.A__1.D,4
1.3567263885459122,204.9056161574214,surfdock,3lu6__1__1.A__1.D,5
0.2677101394547594,397.57953418495737,surfdock,2y71__1__1.A_3.A__3.B,1
1.363064993147236,386.7559052829482,surfdock,2y71__1__1.A_3.A__3.B,2
0.1971641075251547,382.0503197029912,surfdock,2y71__1__1.A_3.A__3.B,3
0.21756590541659268,378.22325127343595,surfdock,2y71__1__1.A_3.A__3.B,4
0.24576082917664646,331.9498368079107,surfdock,2y71__1__1.A_3.A__3.B,5
1.373138098838475,323.28693918021764,surfdock,3elm__1__2.A__2.C_2.I,1
1.1607945285458725,303.5872346687414,surfdock,3elm__1__2.A__2.C_2.I,2
1.1140482379225967,278.4192970671492,surfdock,3elm__1__2.A__2.C_2.I,3
1.3241823768416183,254.92052913987123,surfdock,3elm__1__2.A__2.C_2.I,4
1.0943299976272491,254.33127053728026,surfdock,3elm__1__2.A__2.C_2.I,5
0.844443373012726,160.26765226519277,surfdock,3ek5__1__1.A_1.C_1.D_1.E_1.F__1.K_1.L,1
2.3106462373635708,138.9044453634942,surfdock,3ek5__1__1.A_1.C_1.D_1.E_1.F__1.K_1.L,2
1.5444745163316342,126.54577102532764,surfdock,3ek5__1__1.A_1.C_1.D_1.E_1.F__1.K_1.L,3
1.8305040621592605,125.9058833646879,surfdock,3ek5__1__1.A_1.C_1.D_1.E_1.F__1.K_1.L,4
1.7790468362517182,119.25190021720864,surfdock,3ek5__1__1.A_1.C_1.D_1.E_1.F__1.K_1.L,5
0.3483023651733145,21.380767326515063,surfdock,6i34__1__1.B__1.L,1
0.6155299601361702,21.27567697604063,surfdock,6i34__1__1.B__1.L,2
0.5671692437354161,19.653145182322078,surfdock,6i34__1__1.B__1.L,3
1.1183093010460565,19.19064022936402,surfdock,6i34__1__1.B__1.L,4
0.895210630968387,17.36124188268998,surfdock,6i34__1__1.B__1.L,5
0.17515765822694931,204.64656592379686,surfdock,5j42__1__1.A__1.C_1.D,1
0.18124306107964577,199.03282913901202,surfdock,5j42__1__1.A__1.C_1.D,2
0.17404564280050866,185.78184009161467,surfdock,5j42__1__1.A__1.C_1.D,3
0.21548151060150705,181.33384806614507,surfdock,5j42__1__1.A__1.C_1.D,4
0.21389564600998556,179.77402331341537,surfdock,5j42__1__1.A__1.C_1.D,5
0.5361693118381234,214.67157891924222,surfdock,1g4t__2__1.B__1.F_1.G_1.H,1
0.6692250879175488,200.7391259916802,surfdock,1g4t__2__1.B__1.F_1.G_1.H,2
1.9271550674992302,199.61063353083304,surfdock,1g4t__2__1.B__1.F_1.G_1.H,3
0.5144446577850393,199.4650191555112,surfdock,1g4t__2__1.B__1.F_1.G_1.H,4
1.4530297332949993,194.53579489506598,surfdock,1g4t__2__1.B__1.F_1.G_1.H,5
1.2171074349437099,14.240782707765208,surfdock,5m8m__3__1.C__1.Q,1
1.0657266377577508,13.995784217425104,surfdock,5m8m__3__1.C__1.Q,2
0.9926369423447228,13.98762979722843,surfdock,5m8m__3__1.C__1.Q,3
1.077885598538229,13.588723903632122,surfdock,5m8m__3__1.C__1.Q,4
1.2259877530147107,13.425251055380713,surfdock,5m8m__3__1.C__1.Q,5
1.683550875540865,100.08050823385008,surfdock,5el2__1__1.A__1.E,1
0.7993710174824663,87.65817403791085,surfdock,5el2__1__1.A__1.E,2
1.7549659762126182,83.39310722871927,surfdock,5el2__1__1.A__1.E,3
1.893935329009299,79.93485924436742,surfdock,5el2__1__1.A__1.E,4
0.6868851567814793,79.02499471401181,surfdock,5el2__1__1.A__1.E,5
2.2210331523769895,195.3651251179425,surfdock,5my0__2__1.D__1.G,1
2.257750467220771,190.33806750588028,surfdock,5my0__2__1.D__1.G,2
2.996383411320503,175.2435952899185,surfdock,5my0__2__1.D__1.G,3
1.8565257660948988,164.7969684086811,surfdock,5my0__2__1.D__1.G,4
1.8980972264622815,158.62487974932606,surfdock,5my0__2__1.D__1.G,5
0.44822836457872484,377.39057136309947,surfdock,6hvh__1__1.A__1.B_1.C,1
0.4957319359280514,339.02551395568514,surfdock,6hvh__1__1.A__1.B_1.C,2
0.39500879799485883,338.00001523525737,surfdock,6hvh__1__1.A__1.B_1.C,3
0.6117054238789731,327.09197484058535,surfdock,6hvh__1__1.A__1.B_1.C,4
